learning_rate,num_layers,num_nodes,batch_size,MAPE,MSE,R2
0.0010210520538868491,2.96602408547448,197.34622726153114,129.9798443337623,83.2631706794471,2367789.8853825815,-0.17468955140922934
0.0009974569937711635,3.0156652218265427,249.36986793005602,127.65070868773611,76.28519595790127,2259977.7543573403,-0.12039728020641859
0.0010020826202631406,2.9987249815219377,305.86406950380723,127.97837115649088,73.93611096766763,2089909.679913195,-0.05379175629258276
0.0010255843359427217,2.989776774032525,353.7958777875452,124.69848282885557,74.72009507285067,2143054.2030568644,-0.0706715176937169
0.000999874948238082,3.9761845854128155,199.77673485926647,127.0420084443434,74.02765674104738,2089767.956035505,-0.050707583256526426
0.0010179876769689676,4.002901808598369,253.6190044862362,127.30639181385088,73.83927999228274,2043681.7573702992,-0.0350295301204879
0.0010094126825428396,4.023951357907194,301.44491784016856,128.83199038284334,84.08243436711938,2181439.5433125407,-0.07981716737225603
0.0009731317369714907,4.026069009171191,352.98186734670094,127.32889822873244,69.10862013640003,1804792.3753540758,0.09646742301020095
0.0010041194079733477,4.924938920155972,202.30484171074093,128.12940064456723,73.25472532649935,1923301.3421310352,0.026488877863027924
0.0009921299168529887,4.872275871841882,247.14660389023607,128.2423573360615,65.92544135666486,2038565.0087500457,-0.030664178674959665
0.0009925721383167345,5.024561315958213,304.61171796277137,128.4763767924855,71.68395425147344,2244560.3119994313,-0.1357564889534961
0.0009861987536705058,5.004383340045257,348.60009073751183,127.7398020711141,94.7516652393929,2572519.24797332,-0.27923342004801055
