learning_rate,num_layers,num_nodes,batch_size,MAPE,R2,MAPE2,R22
0.0005054825016665791,3.056997057794223,200.54999456677297,63.477523211348995,23.023547274501265,0.874405435352733,29.5342986007563,-0.7749845903770913
0.0004966973666534969,3.0000459151563637,203.7771149580669,125.14634029672123,18.51216596512954,0.8933081527596535,24.366941653383734,-0.3675435541671949
0.000504489889247935,3.0316859144887713,248.60024526713633,63.82653190580876,19.030287438499936,0.88221322878771,23.487238736323,-0.3525872634588438
0.0004964203546293651,2.9851030547328716,253.5089954910676,129.09054540326088,17.58136857281773,0.9146013455850434,24.602463665034477,-0.3903669628601296
0.0004936093624312434,4.059368606145004,198.92245394631206,64.2490175590235,20.721015200587505,0.8779687806443403,26.781982507148093,-0.7558230046940522
0.0005069515594666404,4.0347064089873586,199.36426076196926,129.3196035018827,19.18514417967122,0.8876683574972363,25.022043236156534,-0.43239853146790813
0.0005033425106073183,4.039740702552854,247.5557737978603,64.42829543224123,22.201195820802383,0.8514285131455349,24.880182072217462,-0.5782556121510066
0.0005062893145848183,4.010943383300032,247.58554136300137,126.32223532699176,16.907534894917152,0.9183964247267306,21.239439629492285,-0.25275300249341287
0.0010020845719868358,2.9768270128725174,201.37779256231244,63.904913833028544,20.24860949123229,0.8876204683813216,25.501873947396355,-0.5060141810689172
0.0009833924695018211,2.9979131664398104,198.01844620805,126.45222170695196,18.692465232846935,0.9023893573015465,24.965658004096927,-0.5235973197980914
0.0009891430381443178,3.0142978428565366,248.9731504314638,63.9493743077698,21.52972479724364,0.8640611804107362,25.747458205446513,-0.5475930709306459
0.0010304847521060286,3.029640826310529,249.09644760183727,126.74579515082074,17.764426783608158,0.9114926194712187,24.593850794518136,-0.3738046444696456
0.0009832693982145151,3.9481071707567565,202.6009622376698,63.38432452566935,21.445671450420246,0.8663974750630539,27.647144140425777,-0.6320211521573094
0.0009929643556885741,3.980352762903916,200.1323344527754,126.25381951304205,19.43115962914868,0.8866455035175616,25.23187676252976,-0.46244165625798084
0.0009980355547118149,4.012036161236587,251.10948158167747,64.29023433005666,22.22514647656517,0.8468892961594836,23.396342742457154,-0.5135761013059709
0.0009880599148924412,3.974337517980424,249.50416318912784,125.56980368570052,17.00327952446451,0.8933921072293618,21.726338733965502,-0.27905662270228043
