m,m.1,kPa,kg m-2s-1,Ã‚Â°C,kW m-2
0.009956833560984008,1.982249622270223,11884.025671070012,462.30435386982833,168.33945597965433,891.3292339648112
0.009991159739321165,1.0066518127786033,13761.798303514088,1975.2623011551964,210.17178574077667,3117.8433278157518
0.009984476126994902,0.9980734687964007,11681.708989137665,595.9176037336559,95.07718869357839,2137.169979161923
0.010115548532529273,2.009529873807086,13944.636103101871,842.3909194912234,106.84202450159533,1478.368765152822
0.009944052557908952,4.903530098034175,9774.243346621184,491.0099197277398,294.60986910768366,337.15548752578667
0.00998288999128779,0.9822526869891681,13560.968139707067,1068.5226711114135,196.65159413491236,2024.5861821460664
0.009750365814022874,2.9496297714840503,9919.958801274137,525.2295843766572,292.4720922676402,540.4578052162983
0.009964813129551062,1.9839205205512371,13614.798900267722,1351.4689199987326,111.78472923300562,1995.804314112757
0.009881099616983755,4.938320346775952,11773.223118109914,2804.658389053759,309.3291246156173,684.9335984681682
0.010012961282383352,4.982160012896288,19327.719926441547,1287.596336767341,261.50298402705795,546.2492447755765
0.009904656856066512,0.9996519043295842,15495.487943007829,915.9102514412234,101.62420659594464,2633.110515915176
0.010109603834141659,2.9681436871409264,18039.192761229275,3162.1679003654663,331.7119186903423,1112.4179764840164
0.00984975603281442,4.961848020247458,19705.88651353044,1284.6886007652884,342.7378346945875,316.4520171896971
0.010069697116317779,2.9723155160917893,13549.221577972932,1818.6772432659445,323.6120610838025,640.8456820260999
0.009971141737497859,2.9953238939677855,9799.931327015562,3935.0252597724884,288.5726239983132,1352.812200485776
0.010070810668035102,1.9672161509124224,9791.508049654793,698.7399353732131,189.02015658295633,1193.3177207279234
0.009856093499631732,2.0227873575283057,13750.30343995377,1135.9433729078162,113.79984087808934,1717.2625398713055
0.009823716740604194,1.9788402574297665,15717.249931754946,3128.429011866326,342.34690469563986,1232.4103425469825
0.010047398151031641,4.997846760633001,15594.194558376601,1927.2351878961836,323.0538242257755,453.000191221804
0.009840795531654078,4.942404077843511,18096.971987721325,2634.132626979511,340.41482157130696,616.145172728276
