m,m.1,kg m-2s-1,Â°C,kPa,kW m-2
0.007853546151865377,3.0451326127152365,1001.6376520450891,82.4569550817917,9776.883905439154,1162.0749764874652
0.009203762391181997,1.2150267861462445,303.2251976877577,92.78878668982989,202.87775700494842,876.500430788754
0.007954601017280042,1.980446045744064,1503.1002769100262,78.36974745532297,9786.325582243458,2074.8932124381417
0.007773082470207522,2.1032214569313683,470.2045608272046,103.78742400969739,3883.466120516153,936.028111175563
0.007887549606446305,0.2475646503607163,3056.7946832193634,222.7831421128275,6696.128339700326,5911.265563272961
0.009933992654447414,4.997719721057938,4097.8588017926595,319.82505502838876,15445.53730138794,978.0218764549855
0.005682969281759346,2.0135583473638214,3472.0170955869144,135.58514095080315,14595.207536370443,2550.177421477944
0.00790222887587652,2.973127719731064,1037.1541193502426,329.0073030519457,17797.49055516174,388.60075590732885
0.013133548772605466,2.2523770582150107,288.062056636118,30.569990393915354,2371.905392535179,985.7711102981359
0.00996196259407675,0.9546574289145856,1269.940790554448,127.41930348788136,3104.9477233089815,3996.507890471609
0.01073428037840658,6.097951065413697,2780.6254554175157,255.00124759684562,9663.474064379214,885.9789913267765
0.008172066983374842,5.070150852406728,503.06783480393216,209.5450362253302,10015.432896403505,341.3993993449993
0.007790423423423706,5.991711633294682,1976.8087958770743,88.66929832547015,13699.307006587946,929.3779699652574
0.005886602275349732,2.9619714545582276,3357.2837453043235,176.69970766708454,12103.325061456759,1436.1770243113015
0.007988770638499907,3.4932817345381273,1000.6393099269437,148.6174615186079,12768.341272602707,766.7431891653588
0.005798495138831273,3.9826079068531346,4959.330626589536,158.90858253500332,7841.855133808128,1830.0446775038524
0.008029572567509084,3.6344923565180944,1235.2577629191976,237.52389721211495,13943.572097257927,645.9773718125457
0.00805308235784919,3.026259514492054,1021.5095832069467,120.82489294023696,17726.245514936814,898.1447527455953
0.005914550724063055,0.7926720040925558,3178.545636639294,175.82099323739152,9951.997066700684,4116.0177694758
0.00977123062736423,2.2438903787774205,191.6971929338579,51.45324555009621,2140.676397933557,511.41246906081903
0.010005958112350466,3.125071830389253,452.68733579220935,119.35784260682756,3128.375679120513,769.066889783779
0.004025968318873685,2.0508253292802165,672.8260260926276,57.80599812988418,2775.8961146146903,761.0993211349673
0.009309144698519423,3.0708340743679314,4067.785101185835,268.68532797797627,6826.489883161318,1626.3266631525605
0.005757602155173759,3.0234255987821284,1476.2992886567256,177.69173332982808,13639.076749712529,816.9020211863609
0.01101191105866976,0.976267180564412,959.2318036382397,117.81091217312284,7913.016957974891,2991.1792530339476
0.007971186023895589,0.9800003076712483,2006.3946645086749,274.75094557707337,6844.803575403939,2508.032902678693
0.007961431795416527,0.7845033067021362,976.7630089517163,51.289103969392634,9845.914167989016,3391.5043825533403
0.010447039415900274,3.830722578996354,1704.5994899047591,200.17628937933654,17601.454154761013,1109.3795710486468
0.010163287629553545,2.978313089199346,1747.7126802560529,351.8795591681607,19313.7894410145,638.649767029879
0.010796867472598745,2.0270494475256062,1531.1143267164723,261.4012675902632,5781.094979508811,1778.9619252724276
0.007966504687631519,2.004617649539429,971.1002969246715,75.52777278669812,17708.314714924043,1394.120909606809
0.008206487209488007,4.97780134878412,1984.6906098944992,324.8983798415263,13876.507218205603,384.52855991802465
0.007929295152353737,0.7790845567613742,1634.3626662711308,310.9864308020244,14835.877516650273,1386.6232931899551
0.009914608257250613,2.0158581139968326,2499.970887465461,155.75771171181552,15985.413015192884,2962.6662428746727
