learning_rate,num_layers,num_nodes,batch_size,MAPE,R2
0.001,3,200,128,0.06562673477987267,0.9905489932124139
0.001,3,200,256,0.04692715006179082,0.9940730947320381
0.001,3,250,128,0.04234072251496206,0.9938115472470448
0.001,3,250,256,0.05059288506639162,0.9916301268964465
0.001,3,300,128,0.043812126411993606,0.9939750865812437
0.001,3,300,256,0.050996092883291516,0.9943824713919522
0.001,4,200,128,0.045375058961820605,0.9941583815169858
0.001,4,200,256,0.052540990122943505,0.9854737860492785
0.001,4,250,128,0.049778862537791894,0.9934952906765825
0.001,4,250,256,0.04249544745572955,0.9930836332159713
0.001,4,300,128,0.043932025724647945,0.9942298813129133
0.001,4,300,256,0.04614539205029422,0.9941058348554229
0.001,6,200,128,0.058872497504583274,0.9905819422143923
0.001,6,200,256,0.07854271361348365,0.9773692794546358
0.001,6,250,128,0.06134122808686984,0.988358334444913
0.001,6,250,256,0.09532318705369021,0.9884488424085763
0.001,6,300,128,0.05334909761296908,0.9915452596034253
0.001,6,300,256,0.05337636173278464,0.989259198844882
