learning_rate,num_layers,num_nodes,batch_size,MAPE,MSE,R2
0.001001852627575528,3.0375517482280654,199.77416021864,125.94231199890866,65.83026548881479,1740786.280788619,0.11346744577488857
0.0009837717651561243,3.0009069783150673,249.68837629213894,128.36044959669374,105.36099020778961,2131191.8787528123,-0.07312259438576608
0.0009990689958603591,2.9535432529398653,300.91287341721676,126.97509697373465,72.53289789265185,1929414.7919176319,0.04085780857118219
0.0010083774121660263,2.9949650148896065,354.617546780267,128.63632397804372,71.03640040220903,1625619.2948776477,0.19855992402051245
0.0010178314404627057,3.952551565591036,197.70710659721308,128.80291486688904,69.32450111102531,1714457.943108253,0.14769174757961084
0.0009945694726405197,3.9684840395684122,251.00008011432,128.07585757874605,77.53383434482458,1959783.6578525102,0.03134418863682444
0.0010071465933944995,4.083628709917569,298.7065222538305,128.07259791512146,80.00312026658625,1783631.3835933087,0.11686834400570197
0.0010159387648337912,3.9618409472233944,348.01995032312476,128.1319186808692,75.99971345175443,1964179.20618216,0.03534673764134337
0.0010026624102713467,5.0399016992007875,198.04983526919418,127.99082787587892,62.07124783067678,1487815.6248894383,0.2505262254027283
0.0010093482641161968,4.95578890531335,249.39101710118538,124.70257359943622,74.31554198577021,1708200.815241622,0.14414690341026543
0.0009969230774256248,4.943520812896799,300.3635906147117,126.13865414782364,85.10933765187961,2166011.8554270286,-0.08804011197552845
0.0010005283217147838,5.0781228137119925,350.4851114160694,127.7329729081456,63.88603067717807,1642127.7264676604,0.17727154347377427
