m,m.1,kPa,kg m-2s-1,°C,kW m-2
0.007985109885534566,6.051914727877308,17618.545470943947,505.93774893926667,176.268136100802,229.9665675811482
0.0059045128493976215,4.99696985663849,6879.487592632179,4876.368635166012,181.18661723623848,1361.6871309628314
0.010770293489560302,2.0305679580084286,6842.096439976027,499.97473878625266,239.35118975510744,1034.956237575222
0.006118538606600863,1.0177438153723608,1154.3169772958395,887.8671146648613,56.503831178684045,2187.9476911605484
0.009359617681264126,1.8419487709592357,11165.132759059135,1375.2126706382458,200.85423819584324,1599.3438597287318
0.00577828574012806,0.9897486234713095,7790.646116150147,5096.247388118938,201.27184256854278,3783.286326037829
0.012729418565163427,4.882063900842017,6771.581476836213,1296.5999203366766,269.1344366788415,821.7321211687612
0.010653086106352553,4.024581632130329,15599.726078609021,1031.7529629087974,319.57839143978157,389.5200081462553
0.012801457292941918,3.6490177199242395,6926.718127913359,1279.705188467528,227.16050178270027,1269.848340188691
0.007896569221036645,0.7651934965379454,4971.209946522992,2748.03813951166,154.15712395450478,4617.9510110907295
0.007999886537276185,3.0461004687951228,9870.34898823012,1996.881355645822,201.31306775951185,1314.0493064848752
0.007942497966976197,3.0019462643997223,9588.39015673527,2002.601619642066,207.9849913911691,1225.6441868289946
0.00583100048725475,3.937565085268048,13935.955521666676,1506.541124103455,36.77364681462066,949.1329488795059
0.013641852964443205,3.6068368625386666,18921.34652278723,2030.1613623764852,332.50123069234735,899.3609435028642
0.005909799246077271,0.9991752976863739,5114.880404828617,4098.774661688635,94.43930544805278,5162.9652312573935
0.007749181270712217,2.972150221030944,14625.716543927027,999.1908673990056,244.9318160652757,624.5262571760985
0.00980585937508331,0.9887181031146325,1423.115352922167,277.4589277219232,51.351206058193924,1545.0941650862496
0.008159650363072066,2.9948230452401026,13857.505081106176,1024.2817720356347,322.3030644200551,390.9678350567399
0.007904151126393926,1.6485729065915469,15867.588125827626,3610.6605069253224,326.34016248772457,1478.3702639639178
0.012618605407603824,1.9041563442946694,6877.889829020031,2748.8761442647838,133.65882803675856,3210.8809825581993
0.00785107121031062,1.0054531536315054,3028.248853660775,399.01509344285716,65.47465258621382,1800.9326753899422
0.009875101747902756,1.9847366677460827,9978.253476398864,891.5642537723303,118.25921554222504,1628.3854026785805
0.007870726421456522,1.6440519630886403,15470.094343617884,2824.548032179278,245.76797770854438,2263.152695874297
0.015181003806739977,6.059439795895322,11617.580514384072,1929.3958440845884,295.07884496828285,685.6884309543029
0.007659687354928816,2.5965962516938497,14707.45399059257,4358.604127157745,299.2268239038884,1558.0952769811668
0.00596070444190779,0.7916673421112399,14502.11370873595,1602.4989955043789,290.5024881624345,1495.9031205097083
0.012906717552263473,1.4934014216937073,1175.6560641807203,344.0250984506923,29.61724602020675,1536.840291179633
0.012785574708460274,0.9082596033819286,6931.251801883774,1407.5765719144124,231.99604519154857,2816.40645850156
0.011216657649162527,1.8223987274077083,6857.889359320045,2039.2602371671187,272.2800074811262,1842.2226469350087
0.008084443673910511,0.9708981065032063,6934.084080462537,2008.5265171200178,135.87932772124867,3757.9512538465497
