m,m.1,kg m-2s-1,Â°C,kPa,kW m-2
0.008019039611458788,2.985996052974353,991.1002149076724,81.30076933921664,9783.275603882163,1132.7635584999998
0.009286742949013941,1.2343306530897333,299.4769089449971,95.91369974885433,201.90638806173186,865.0093308353366
0.007894863815067972,2.0212258700027577,1519.1876280409829,77.43726156567563,9760.749045313405,2072.755893795191
0.007702813440860276,2.0711623461689093,461.8421774662949,103.70429191369215,3935.6893799628856,926.1939708805747
0.007787476503197646,0.24956231279310967,2941.0093364811964,222.20466901192194,6848.208821308186,5873.163680389556
0.00983956384476688,4.915464891578481,4169.5344010813,324.73726647449615,15545.763063239921,976.7917845354932
0.005745429458692146,1.999412822288807,3418.1678599308348,139.90793187315447,14493.19657951964,2637.230143343933
0.007851870329630849,2.9669082064606127,1034.5852649500844,330.18485543760363,17944.73859748054,390.46020331596793
0.01288879411822198,2.230693992251366,289.91798147924567,30.83896563022546,2364.9212934637367,1008.9975897836608
0.009941224186040683,0.9512658700785314,1276.1723365376563,126.41735192495085,3091.858649298082,4003.423853912334
0.010692976950311416,6.039083105119021,2735.4174468993488,261.9481297459132,9900.792486286793,880.0771682941972
0.007985727271994529,4.985744514843301,504.1848450007661,206.49556175268,10002.92288936234,347.13923487801634
0.007929896890167107,5.9856768537845495,1996.4067682622626,87.1848903992021,13780.75675300856,919.6486513864123
0.005831747921611485,2.9497370627447532,3314.803045508992,180.06137843523805,11762.623261616189,1416.609001330008
0.008115686418305203,3.5028054324767757,1009.032203403243,146.77275616852,12726.054101355898,788.2066573327218
0.005746654090309563,3.9877537742584694,4981.061357680181,157.79728735056426,7933.091128455263,1837.0800270710881
0.008141279796317381,3.6754933605105387,1254.3229063225538,241.76885903451108,14109.035172976308,646.8158273816115
0.00791759513630865,2.996389100971001,995.5417665566105,120.1263031177155,17587.440576143195,882.9331538960772
0.006138699494341481,0.8016870828448686,3195.242810552035,170.01918230736737,9726.148469681952,4075.2245504093003
0.010120140364786062,2.296597610247415,183.06106659881297,52.19070055846842,2122.8062063434977,507.8275413790379
0.009979655892198323,3.0947129700895126,452.1164519566417,116.94802800598497,3074.2723858176123,762.3704420308529
0.0038915321166429757,2.0338679914100797,675.1280113028583,58.6220056658591,2711.379174334067,753.8786550135317
0.009450589642719508,3.132328720688716,4074.3745097867163,268.4713994360872,6889.415056946983,1611.0665669128061
0.005888881171642229,3.032945099463265,1507.5647145710948,180.8515568284896,13517.758565492017,800.3413700323088
0.01119053115918896,1.0006170698496675,971.0608778104889,119.6201991031706,7860.860224937496,2946.7885658681575
0.00802568413273242,1.0024017208722302,2018.6315038776384,274.9849388158225,6923.851388228686,2501.0084684056687
0.00797213444881716,0.7850978193404435,989.7115700552159,52.12348789539037,9883.06333883644,3395.717180747629
0.010396701777366466,3.821449108612892,1683.7175761713763,195.79572903193437,17413.200936174733,1109.550275805216
0.010065144369700598,2.9684100067104553,1718.683730630964,348.6472260607501,19333.151496199174,635.7017790185333
0.01080341401351966,1.986068086192199,1512.2724015779704,262.2652602805051,5837.21193925024,1784.1736315574567
