Diameter,length,Pressure,Mass flux,Temperature,CHF
0.010750000000000001,4.0,2008.0,13406.119012832642,299.9503288781643,680.1529527083039
0.00778,6.0,1995.0,15225.442147254944,154.95686138510706,811.1296826601028
0.0078,6.0,1001.0000000000001,20351.624214649197,267.2220689153671,312.59235920384526
0.00811,3.0,1007.3,5753.7061631679535,130.639151275754,1143.8142256438732
0.0104,3.7999999999999994,1930.6000000000001,6821.46198451519,256.2705569624901,1186.1313962563872
0.008,5.03,2682.0,17495.478999614716,311.4761720168591,652.0826636254787
0.008,1.0,981.9999999999999,9089.93076980114,181.9620946919918,2444.3418960273266
0.009980000000000001,3.5,1330.0,15159.720921516418,306.87153344988826,509.7245167195797
0.0108,2.0,1526.0,12619.29806470871,239.27949960231783,1510.558639764786
0.01,1.0,724.0,11802.209389209747,51.56758636832238,2382.202972918749
0.00803,4.0,2024.0000000000002,13329.599237442017,285.6818895483017,605.4483427107334
0.01,2.0,1514.0,10453.704917430878,270.19793469786646,1209.0863244980574
0.00607,0.79,1604.0,8715.760549902916,202.18654369711876,2726.228859871626
0.00792,0.5,2786.0,10489.153671264648,182.5980183839798,4166.607900261879
0.00622,0.91,2658.0,7298.0102598667145,208.33555960059167,3542.2967873513703
0.00785,1.0,2534.8,11226.750123500824,235.7279107129574,2805.341399759054
0.00581,1.0,1499.0,7726.115107536316,87.60259528547526,3366.831659600139
0.00996,0.96,2372.0,5254.765486717224,193.31697717547416,4496.129138916731
0.012800000000000002,1.93,1328.0,13831.311905384064,312.3998139762879,935.0577517785133
0.007789999999999999,6.0,4001.9999999999995,11671.229529380798,186.50681924581528,1236.02826859802
0.0108,1.0,2741.7,8068.657699227333,229.40574392557144,3450.8023843169217
0.007000000000000001,0.98,3452.0,14820.358943939209,322.9452329647541,1465.204094424844
0.00607,0.79,3217.0,11691.877722740173,301.3171953427792,1618.5638018324973
0.0024,0.5,1772.0,9974.30992424488,113.86853941082956,3063.128844574094
0.01,2.0,392.0,654.6960175037384,73.04273783922197,587.3522392846644
0.00578,3.0,3335.0,10239.982831478119,289.3630703806877,986.3301514834167
0.00799,1.0,1001.0000000000001,8932.266488671303,253.1775241792202,1854.838748946786
0.01,1.25,331.99999999999994,2163.363951444626,93.27651066839697,1656.8733785673976
0.01,1.0,990.0000000000001,7285.88739335537,248.99113741636276,2355.3432424366474
0.0078,7.0,2772.0,13349.189400672913,136.10292240262032,965.166593976319
0.00805,15.0,2777.0,8407.65375494957,137.7178169155121,502.5567199848592
0.008,1.57,2652.0,15628.202903270721,316.4450640392304,1210.5905875563622
0.01,1.0,411.99999999999994,16557.257735729218,236.80450023174288,1112.7489978447556
0.008,1.57,1595.0,13917.643368244171,284.5668993842602,1015.7593775168062
0.008,1.57,2201.0,9589.405205845833,235.3189929676056,2170.7903099805117
0.008,1.57,1595.0,15537.755560874939,101.96599740505219,2852.9587395489216
0.00801,3.0,501.0,1968.4210106730459,127.34109671056272,621.3169493898749
0.0113,1.829,2047.6,6937.068381905556,253.34068598270417,2147.40206182003
0.009930000000000001,1.04,203.0,489.53122794628143,53.845976891517644,912.1313275396825
0.0151,3.178,1120.0,3173.2762455940247,170.80303298294547,2056.4714374393225
