Diameter,length,Pressure,Mass flux,Temperature,CHF
0.0038096659498026357,1.542338235118223,2945.5005615151176,4043.7557315592817,193.56400883807387,5029.01196241366
0.0038499427344608986,1.5501884264241967,2960.461348767514,4043.1124666201235,207.65661916908138,4922.102421510819
0.007951311809887866,0.7815895884275246,2982.279888938254,1000.9852945805125,75.67324399651645,4889.89440925604
0.008146450626401009,0.7808785473461773,2989.726353858489,1003.0543762798102,86.01681734847207,4885.950188635144
0.008122925774444791,0.7864211669719973,2957.1066137949,983.6066488006776,99.87711746793144,4967.084621355453
0.008019469616058799,0.7854870655769505,2939.115042554976,977.5637481641843,118.6336383203129,4903.995160914034
0.007967791966573904,0.7832869525497294,2957.5043722401033,992.0952258195301,129.35424822276602,5035.135232951228
0.00790656108916094,0.795821985616257,2950.267163319258,1008.5031762329826,146.58899271584608,4960.077398156519
0.008008303884553149,0.7832849401342927,2932.907108192852,994.9787595849829,193.81122376471853,4979.591979354741
0.007972156304538399,0.7803264042109074,2955.0333877926596,997.88466922767,210.01832313492594,4943.105701723503
0.008086553058843263,1.5749885493934066,2918.028269025304,1013.5501698224912,54.892005991024064,4969.094865730013
0.008042395540262879,1.5802878263534874,2945.118662587263,992.6637184402474,64.22537892851514,4932.040679030426
0.008084003474848854,1.5650277007078952,2969.8185019925545,997.2387235584,75.95221138727045,4941.68578006888
0.007817352560516846,1.5456747548477834,2947.30193622061,1000.6086802181168,86.52106064516109,4972.654616370703
0.008104865924441587,1.555308178278223,2940.887783624932,1015.6827998984015,96.97207755602973,4939.514741828926
0.00810303826086222,1.548798856700803,2945.9621936224253,1002.0270732930103,103.63259669604224,5000.650781664485
0.007863183281896023,1.5737348665938513,2974.157637096903,1012.7893493852023,122.65606063787936,4943.766589374508
0.0079832629977822,1.5602954930235058,2942.5339436483587,1007.666957881202,135.29793726015586,4953.695747284266
0.007995270829298533,1.5809738359657142,2974.147650378088,1028.9298586071225,146.0036299902791,4936.29610847131
0.008117346648284812,1.5601556185487848,2964.9937992104146,1001.4879506564371,155.21423519445312,4922.498360427995
0.008054386821317783,1.5843983034693787,2945.1401873161517,1011.5374295436292,167.57727426859677,4957.8339933306215
0.007970508804381738,1.5772245854719367,2949.5735058139912,1023.4157202327387,176.22269184369873,4960.261771239058
0.008031716360197389,1.5784267333746689,2928.5847364891592,1015.9452306240921,177.17264895520427,4989.595330377269
0.007885026876314587,1.5699413826983402,2928.6207024677847,1030.4243413339332,203.5853743822757,4983.938067344274
0.008076454640131174,1.5629791456533781,2963.7950014829394,1001.2584153583288,216.9665754713686,4975.982016646434
0.00803872823154491,2.5494602145558947,2947.9820242676346,978.1533964256773,133.14196641349162,4927.017388650545
0.007996745471445263,2.514207273171529,2963.9388296421785,989.582526253089,144.14792284060013,4864.481570305498
0.008005538232387964,2.5302334338970933,2980.273309232284,984.8397751587032,153.89689455158842,5019.8647597457875
0.008171660029004896,2.5374291726370286,2910.0077171702733,1014.3243134204279,166.53453248316526,4905.722063723736
0.007917592271061681,2.5318293109402528,2959.5425422376306,969.0921765297394,176.14097314895878,4933.689447562122
0.00797543514661077,2.5081278170011365,2909.303855826812,991.6974312028713,186.6482808588701,4951.776816820349
