m,m.1,kPa,kg m-2s-1,Â°C,kW m-2
0.010094229742728484,1.0082803516482088,9804.0822636032,674.872991819153,116.01128943877605,2370.119232317571
0.009975552608394842,0.9897078354878839,9828.527982965235,854.6297374676146,121.04181097704875,2695.832763279888
0.009996783412499934,1.0090322643470588,9703.17875253699,996.6899809734895,121.70891389471375,2924.5473966612813
0.009937569057732071,1.0024989729589555,9830.485960197602,1161.741791814848,126.69235316900861,3333.517554514047
0.010057184490960097,0.9919320344293342,9790.33472789157,1298.1747453161627,124.63221241337158,3487.2928845116394
0.010098967214007415,1.0106981809709243,9635.52111421582,1339.5274682300922,114.3921577222844,3691.866417339013
0.01017924527174523,1.0157400876681262,9743.477220248635,1505.6188690023525,114.5914411170128,3884.023200953502
0.009852912934290945,1.0074021463087028,9860.436890282344,1867.3792343519995,133.98113336570432,3893.76181865737
0.00979499830922857,0.9991271192491722,9805.68185454677,1940.3206030698698,125.01894390418926,4258.7157970074495
0.00995300027278779,1.000500134812119,9775.580355043436,2328.8635103518986,135.03840811116478,4503.3677443011875
0.010170899430477501,1.0079498547104597,9797.325590310666,2536.8004513999417,136.55311845870776,4757.281399765635
0.009828903984659685,0.994845006718603,9992.977558108189,2755.4130106716834,138.35502644686898,4919.723888403509
0.009938366215452374,2.033684352987911,9801.423085203727,471.55068203235726,103.2669472155137,1126.3996715768396
0.009880368682182016,1.9844026138566029,9712.549133462884,513.530493780576,99.76961443680894,1164.9496973045025
0.010048196701660336,2.0244607162757635,9735.312350779197,583.6886539062822,96.12720668843613,1296.0290800791227
0.010091520158516302,2.0018443386212303,9762.513112837976,604.6080782261639,96.48489826970979,1349.2608204125631
0.010114866883202801,1.9869141990450216,9868.851202432217,671.3277208498615,99.34516069831194,1421.2332293692982
0.010106872574170997,1.9974049744409514,9803.300016751335,847.5510132843262,105.31368385977814,1622.9737757322898
0.009927911143260562,1.9983207037144186,9800.933744484711,856.388635469169,105.57511329336997,1663.9124731644383
0.01016362829151451,1.9616929662649307,9652.532544423253,890.7709917892367,114.24626373029598,1635.2573589141784
0.009818731074001755,1.9927988928593239,9840.542973821015,976.527567698924,112.34048628892288,1778.3827644328562
0.0101218951171294,2.0076854583246444,9785.472774247046,1151.6862740321185,122.04788091414746,1933.1390144901445
0.010000216590240576,1.991219208963556,9964.045000252965,1419.5532701543357,139.9340067661027,2086.3015755617407
0.009862117572524623,1.9781856878138615,9932.10071336601,1830.1496538404106,141.46999710414678,2249.3568538799136
0.009945391055009918,1.9899066918147224,9940.911202083165,1926.0924364532743,143.70271165797033,2370.609737286664
0.010083382116656176,1.9986593843749916,9855.609128173934,2016.8834452463204,146.996631714358,2443.5119181641344
0.009962150905749069,2.0055657182416713,9892.169890048935,2457.4932623463997,155.1390473841956,2647.365163160025
0.009967258177531246,2.0199439606651697,9894.631581846801,2731.790362600054,161.19402944122226,2721.520460672333
0.009981272935644788,2.030385446929962,9909.833165236794,511.6849183637742,172.20325956347685,997.2840305863774
0.010097694386497115,2.028278099162106,9774.141355408781,704.7935863522487,187.95961390946582,1215.5559330204035
0.00981818269906451,2.0040328418085758,9873.149572985225,877.5825139491525,198.60756980297086,1343.070346483791
0.010215898578478844,2.02720659251235,9960.334490595365,876.3311690272859,196.99641577386413,1336.3225675070157
0.009969237925872582,2.0179472856541567,9705.391470261675,1073.9287641581886,200.54959047274178,1505.8001862050878
0.010077426721132968,1.9681194832810125,9854.263199327746,1107.8342978834892,196.48377919695935,1577.3448731357398
0.010153864632570214,2.006425037621558,9974.367479070434,1174.0533819659872,194.31761185239503,1605.7222754188458
0.009858110975969269,2.0183824895964046,9832.79146950859,1475.8999207616425,196.84700424129568,1772.3538908407818
0.010056279922858024,1.9772011229324107,9813.572466286025,1617.2230142024757,201.8326089294555,1846.5390571873602
0.010181192603945734,1.9928913207555172,9832.37703577733,2031.6027069093734,206.7686266059225,1955.870226748838
0.00992468981767027,2.0471062722352755,9806.04355907317,2075.469132811725,214.34341215812557,1949.7911935750044
0.010159929450433855,2.0043818456468294,9726.009063176196,3075.153363827342,220.67719375284466,2240.6245635896644
0.010063842527325414,1.995764263347022,9819.151586673766,3116.5107560047645,222.3061705466975,2221.312892474997
0.009921355053426067,2.046052381466699,9733.466691512014,3303.2338117801246,218.50262591457889,2402.7004881729354
0.010104081975670521,2.0095466365081567,9724.682459326754,3508.681911187056,223.01879321627618,2468.2454851188145
0.009974806831872964,2.03045653817741,9915.700323805853,3854.945712628468,230.19142477725222,2517.0463170706544
0.009993793953391502,2.011900748988648,9764.084007220035,4263.658456063509,227.97504691519495,2611.2848312158426
0.009899434527340562,1.9770006945679033,9932.761377675368,4287.520573661987,224.08073499844508,2702.273783783307
0.009922549246651478,2.022846884554044,9868.738238095384,4374.532895294067,222.07485169196025,2730.0388472927357
0.01017943196732762,1.9712096052376116,9815.165585790148,4776.002999355387,229.40749246757883,2808.0991419952197
0.010065946606928028,2.0060270616290907,9753.741244066694,5167.068151356907,234.41309486298755,2947.459713112674
0.010027640231976791,2.9793439461859954,9802.23456218978,482.89508852302396,210.25528114784464,634.7312263910832
0.00986344428919045,2.9926971787696472,9734.69652557863,543.7456958561162,210.96154770514238,697.480795382973
0.00991541016118285,2.9786130600360905,9830.035942111006,557.5494089020417,204.76764765574808,717.9101726265244
0.010155864739267046,2.9607175664281873,9726.895843326092,630.6448130851142,209.85334637950356,788.2628890072742
0.010084068288432122,3.036732548023578,9729.909664684246,716.2784299935189,204.62849196453234,847.9367791184845
0.009959558208427984,2.994426318169874,9790.572353157228,834.1518637361528,202.23968352443853,918.0267257864456
0.009901336484289213,2.9688338838295616,9955.561788172323,917.3437021871632,201.3424180084544,939.2533448500943
0.00978021986165667,2.9975338184826894,9712.742132635844,1063.5262762197035,198.11959667721825,1011.4052360241647
0.009946006178629369,2.978882123564733,9609.917439928124,1234.5204422122963,199.8845448384136,1108.0933537999858
0.010030299436006425,3.0440201605902444,9646.623453844708,1396.6191849276604,207.1223362563226,1209.492814568051
0.009932655442858445,2.9671726155166627,9718.973782518493,1531.1862053487914,208.21188195129105,1263.0705664778102
0.009893229018610143,2.986398109476549,9783.527069954378,1669.3554553853241,211.12244310869804,1332.24261650313
0.009968262452955876,3.023657544614805,9793.678120347686,2038.8065432242734,208.0994524463411,1531.929575528894
0.009990060086925602,2.9854289332718382,9716.148338460485,3210.7288637632514,213.65606978483714,1766.1151047265444
0.010009377780224203,2.965248754246224,9622.723932301604,3513.5453317269707,210.6639972486234,1870.57249618483
0.010032529203351424,2.9588494924404904,10008.447873914522,3821.6303008392765,212.09500190857577,1967.586800806912
0.009987558491387005,3.0270345358502864,9866.045981431553,4145.959124276119,213.5131744741651,2113.9327168767427
0.010077810045718288,2.9963642508543846,9885.726478634044,4680.168095779268,213.1883173770722,2336.836142054949
0.009867030221908426,2.9826935819114913,9973.04442571207,5027.085952467806,213.3904811773657,2424.2217848469727
0.009973471951036535,2.9903267775551714,9715.48433374672,5229.6145892039385,202.17870595080086,2618.95877753505
0.010030057625311112,2.9845513592843416,9880.169781904686,5426.042602021975,216.36888816456295,2543.0602692761836
0.009915280022144009,3.060149830126217,9728.307198133989,6789.78814591679,213.9722724107455,2987.834661872634
0.009964387868001908,3.0413552841013587,9808.767385384022,7361.001519948739,207.97032961211093,3294.1755203817615
0.0100236567558028,2.993811530570088,9817.430641581544,467.27665849293135,286.52622389967195,483.6975478492836
0.010010572489663418,3.024391765441418,9790.482265016,874.2602417186185,283.9522424449493,660.253711699677
0.010083479737818571,3.013677083569739,9894.306424456974,1194.074236008366,280.9149593627265,747.1381397166923
0.009870696068022168,2.9876368878493915,9844.853343424662,1571.856190422088,288.3087234184606,848.4956963147639
0.01005114875829547,3.0179315754441816,10036.005355850677,2277.1509297120374,284.8396846606114,1038.6131924331598
0.010060403638358379,2.9701032086646,9826.51883137867,3279.617082316919,280.07031283747807,1253.827446228819
0.010015704054436974,2.997882404163299,9695.809230582536,3971.5120234364013,286.91950844244076,1348.5550853228274
0.010053023584943517,3.004565272429782,9793.455743904035,4663.503613212267,284.34388780510704,1479.3749721374952
0.009832304994684182,2.99576591561163,9793.210704484485,5432.987518583893,288.8274765131672,1713.42645906181
0.009884429841373301,4.926649824724312,9900.538609107502,530.4866426525441,210.03703855419482,433.3867998869463
0.009794703314067522,4.9412020650500486,9808.702535655357,595.5000646464047,207.5438029128541,478.60906051177244
0.009954732010655977,5.037936256696086,9812.89678417007,685.4244934260026,206.20286866662624,539.430294843189
0.00988227834614994,4.979227693438409,9845.751816693142,1045.7775816683716,203.35225115084813,654.1284068241
0.009821582901976642,4.9764519782256125,9983.468457249712,1234.8671059467526,205.42695309241398,688.7410118634779
0.01007418422191991,4.978028632880653,9882.39892239051,1586.4159771218137,201.43805599487226,837.3184410799151
0.009907319293438042,5.01390451474826,10034.671987768286,2207.056066236548,206.9857570639586,1027.394914030765
0.009804404428767977,5.005297157388451,9844.60222414187,2663.1096979027457,212.00607588967821,1178.9005246811819
0.010069143615751418,4.954193453619926,9820.793024309169,3822.8022910112963,205.66692161413215,1408.9181394972486
0.009929563525931301,4.976028588525297,9691.042911562776,4629.204025186506,209.60111905716667,1549.3591638646585
0.009982326587104353,4.9278775290177315,9947.201871394607,6426.656609175514,204.79642274708917,2079.0267854434655
0.009984438912205339,4.905983469439216,9718.720580298952,595.4099396591903,292.4492776204453,374.7199949684086
0.009816492290985034,4.947938072679324,9679.402860776747,705.4571084558735,293.2220467611417,397.5992779149346
0.01007599951486481,4.93595488356323,9965.04163380487,743.1434978107832,289.78406236004685,412.81433343268844
0.009992413807937469,4.9629270550223294,9934.835922616725,995.754784289538,289.317035752747,442.6974157278407
0.009966057075473237,4.991479130385933,9917.03367502338,1157.5019408695632,289.4115575866785,474.3659446943622
0.010107843827261985,4.919994753910867,9685.411005459862,1829.3460167286826,291.00526571463155,595.5253337106392
0.010040648327310817,4.90706622755305,9761.775520217923,2449.0241734340375,289.22290733272547,712.6997753695596
0.010037361397203473,4.97962322572167,9671.251695536077,2679.9032550784455,285.7914935741064,754.6184064407798
0.010231975318363543,4.943138380882694,9632.55104351099,2967.1800376240344,294.9823549698917,843.1202695325311
0.00999442994425215,5.087916187686513,9672.203112824029,3353.094139217792,290.44783296745317,937.974369643411
0.009870580074291889,4.906898860957008,9693.05578160911,4802.919693278186,290.91591931333994,1301.0374761725761
0.009958263829051465,4.97371950696035,9950.90500228375,5549.069747952209,295.8661298060526,1403.131819156985
0.010147453763950091,5.037856245885068,10024.037649329934,6156.180217408574,291.462177868741,1568.505025138707
0.010057117934217333,5.014291149612249,9785.810211848322,6725.559001331623,289.01383458691737,1598.0078477186305
0.009914866751528152,1.0001929321877188,11624.098404954255,368.9094684381503,97.27164137340476,1651.9525481662886
0.009913000704139138,0.995051773610893,11738.120552508635,447.00390960041665,91.36881484179558,1896.3792650851315
0.0101177909294754,1.000383058265447,11953.407932780134,603.3593658782448,103.5829849534699,2240.4838619343172
0.009893372215191758,1.0242289666106654,11896.910517521947,737.9985763187694,106.46267608157083,2664.388456400586
