p,m,t,d,l,c
9780.429470869336,1012.7294717878591,81.03125602696751,0.008019174428428803,2.9680344491844224,1162.0787309993243
206.0616186867361,303.6703692012204,96.01804365292904,0.009187106096904272,1.2156422367718136,848.8356874440473
9879.095650096033,1504.0322062882642,79.02052970660912,0.007850404678448848,2.012836591463849,2079.2625052374487
3894.2238078404675,460.59044707497264,102.6110434767549,0.007738632101990291,2.0784884281519305,936.9586701886827
6856.262649084443,2930.242362280794,219.13890579150657,0.007720010632069962,0.24803246652779112,5816.724733483206
15903.83400423306,4188.302077215766,325.93525988281266,0.010096158515468433,4.981538290700998,979.6521321347856
14937.844538245241,3428.439139818478,137.06943249664258,0.005757515650747255,2.0257504929147503,2647.3391826467123
17474.659806123862,1023.9033455838494,328.3482767824984,0.0076253271326954695,2.9988917675932827,383.25177839298595
2365.9966951281635,288.6556711628262,30.432117566260505,0.013034098554390498,2.2471397151457935,975.825910990167
3083.529115886388,1291.9369125066917,131.3644610188578,0.009829462220063076,0.9707413582668709,3994.248134934779
9782.218772447264,2784.28231955569,258.69100461113317,0.01079491513863165,5.97045950884133,865.6385091839927
9886.809882237807,495.5243180129146,209.77130181609715,0.008167906803563116,5.071939212013235,345.0430849695072
13818.578138713225,1989.133736250642,87.72555913006241,0.007805445157321253,5.877326501729581,905.6074777881537
11910.745749948306,3310.3008940895884,176.17212192424907,0.005693109501401232,3.0114561897785164,1415.3992862071266
12982.398656445159,1007.374149172047,147.23762963161465,0.00795914845115138,3.4392936085791086,756.2658231498555
7924.21634015413,4914.925187333271,161.63098693707602,0.005781387657745388,3.9122383485358943,1813.9050736099089
14090.84329868428,1229.9869839366547,236.00428245475555,0.007970671666507292,3.615932293918586,645.5263933412277
17771.718174986767,989.5144016362003,118.7927370063346,0.007874041416482585,3.043383496919185,896.8054343382686
9675.15212589898,3223.381643463416,175.3453687642725,0.00609797516774778,0.7777916450083617,4145.909823459036
2100.414481310901,186.90933232554949,51.58131775544448,0.00978710245227618,2.2391561324960927,507.04363928223825
3052.082075059499,447.56139469118784,118.78749854678016,0.009721459357422356,3.090873554732757,769.3460967079503
2734.9350600044427,665.3478512077181,58.629986096500765,0.003995762208228173,2.0972951199003513,770.3334545886447
6899.010120895915,4053.0311366609985,269.76253066438926,0.009171312992877712,3.1038383833913255,1633.829877716986
13676.352916984319,1525.94062896709,178.5960829302965,0.005774570063893246,2.9945649933035576,795.9093752749443
7750.400732999266,967.8729406192565,116.73186625918397,0.010996014474701091,0.9999522125832582,2998.4699983606524
6814.370306002134,2037.2959171632544,272.05767406540133,0.00802405258704592,0.9851716075059026,2486.967787558799
9774.2224286657,973.0201426548524,51.87292408411363,0.00794748987160985,0.7742632358075302,3358.473472991179
17634.310718140674,1694.5924466946365,200.29832618227863,0.010471444702228282,3.8504094267591693,1127.8694431976205
19753.484466398946,1725.89473926778,349.6040270073245,0.01001426735128196,2.992770696709097,625.7996014867178
5778.69132447858,1509.0977947567667,258.566911860993,0.010652295769329932,2.005397377536287,1784.3533364714308
17508.51459262831,985.3174924424662,75.88308969617864,0.007979698038271385,2.01913658932783,1396.7396940921406
14166.34511201264,1981.0187215615317,325.60350248538623,0.008200490424079823,4.996173460848974,380.4563931007275
14354.883120509436,1598.6754170206827,314.64786136205043,0.00797752914051959,0.7907610810841005,1390.611392223985
15800.583002036428,2457.2368552394305,153.20446901587715,0.010091280504286454,1.9841329392769318,2912.7699093278616
3014.889362386817,881.855847596702,49.67756136831496,0.012950960334595514,1.969191341552117,2535.6150461003244
1970.8286237007956,502.1206932259985,191.96677012890802,0.00809379285352125,1.9754499584027683,892.0939242998015
13890.209289087356,3311.722084068702,320.14102870053904,0.005870454864471566,3.98062537510189,554.0881198356225
17813.846221927255,3794.8446841824552,330.223190404387,0.007838923677642464,1.664366194957099,1733.4704442653435
4935.033914518012,502.2985901296661,122.5491430190388,0.010084608490781272,2.960247044104708,916.5442769052615
16147.566589103557,1174.1292617806553,121.61136102551778,0.009942864410633464,0.9912672857581394,3162.1934765785095
6902.604020412027,4085.7662163543278,230.11595568552536,0.009307131837926847,3.6843106133959975,1696.49623833964
13618.794231869515,895.2048246390463,110.29217530765844,0.009905630840747099,1.98901768554921,1489.4587341416143
14487.680379286256,1427.4987057499839,275.07153089938856,0.015221626788633997,5.981941986232936,580.8495209214176
3007.0621796979312,3990.1841342251337,156.62125952576508,0.00797985527326848,1.3989542516843818,3813.973483103917
11865.908727119917,3239.8317373296445,261.2468218215489,0.007986615545349223,2.00337237766411,1595.3178298095559
14571.763472997669,3223.4525215513777,241.61306026057204,0.007963584528085793,1.5737027320335768,2362.060869361593
2653.700980317539,197.3812556719943,98.93815525081618,0.010021464072373464,1.0399307429818738,1045.7978971368666
7739.24621263439,1004.2709489411529,129.53168599917032,0.007848442635634464,3.553888225747571,976.3198646801976
9941.526386401678,2034.4221952651872,63.65538328677892,0.007893180559712654,2.9575741753364344,1873.4115882766632
10304.005392378494,3608.980982638422,116.87646790816177,0.006141836729048391,0.9062063859953433,5497.336981344943
4997.679154380217,1503.8323844778363,165.04754767378665,0.00792430211318468,5.916033911073608,726.5045305291648
7793.263993076808,3191.3495182645465,225.28715347880183,0.007830468050660792,1.5534611645095253,2310.6671316825427
6967.770120468029,4414.218177300152,183.8974312895865,0.0100474001014892,5.043986870195937,1888.1888187374336
14038.595114045116,2136.0426018112967,314.4377314449735,0.010163378567740328,3.025705828269032,722.145847662589
2002.9589360538328,1863.9689698109278,53.58070676988478,0.00391510621369729,2.0682529789251554,1433.327102726949
9831.088250277984,1944.6436670370244,226.3880446620456,0.007752992679969886,6.009203370467934,565.4034869746754
17737.788346730606,2028.705604268553,339.2526625376874,0.013577951561038436,3.6406005418548015,705.7893730659391
7790.810615436682,1016.8136528492292,175.0729555335832,0.007864646094727059,0.7830343345697207,2651.225794030592
17684.43047607677,1580.0045398377656,203.26366911414644,0.008151464146797106,1.53631625850438,1688.710114924285
2980.900609582323,2015.1793036023205,196.7652322199576,0.007977694891730225,1.7943536839867444,2015.2176888085933
17879.736319479027,1527.5901184201587,56.958953891308035,0.007815008107749658,6.957240417071725,715.8352823128105
683.8123306943265,691.1772935926703,88.57809435045866,0.010022977003375282,1.4787095474206178,1517.146861648905
14018.351629270766,2270.2963924006,316.09207194502983,0.009974285047279128,5.008532830845046,506.2889651014034
14553.782404752283,2755.701995095705,177.48857389234377,0.00767352325174863,2.6380361682721687,1888.6797384822141
