d,p,t,l,m,c
0.008045119083839536,9751.089131157138,80.77117484276992,2.9812359130690678,1008.4158039986061,1148.2233792442032
0.009299052363690885,204.2843287412391,95.86241034701033,1.22639542905713,294.4725597085178,851.6690513942359
0.00787257477151429,9929.866414069964,79.2430578745534,2.0007386264130034,1464.3454848628526,2109.611867751574
0.007910521239601155,3926.223059061454,102.88636715541209,2.1112945973159776,450.76839480764096,939.5791997740348
0.00775530296660955,6892.590089413646,222.94491006803756,0.25124729066709534,3010.821873889138,5863.1515364625975
0.010177068591354711,15912.967991817446,322.10356227938075,4.938419407637697,4197.085329035889,993.5345501985202
0.005821627868929173,14478.051035956261,139.1158274462263,2.011332683842729,3439.268900569991,2596.4230338470347
0.00777152700409986,17547.567251714594,334.62468532655413,2.9468641103077613,1064.6445114715432,387.33271059347487
0.013070945950716874,2355.0566851602966,30.636478350494862,2.2339826156718505,290.1799355018894,987.9651504544678
0.010203737984282311,3050.337938318455,128.75866282504217,0.953993931178838,1278.5333414871598,3970.302515832142
0.010548432499366567,9777.39969648494,256.10072472276585,5.996843944725687,2744.368685331551,866.1278990428176
0.008097075326304189,9983.608985007957,209.39503182914981,4.984116049002175,508.1378126170105,340.20519398297984
0.007708132307791565,13646.288728216181,87.12291823032257,5.951594985255515,2041.4606077706624,903.8527602369425
0.005761539286130536,11682.334066261357,175.5009370751563,3.010402191614713,3336.387341219289,1424.7937827320204
0.007940087637991422,12734.778918289767,148.8258119177816,3.366689572273538,1000.5606799221391,766.9978568584958
0.005800469730151862,7820.034650783146,158.54867630035932,4.019292356351264,4914.2062926359495,1805.9151571426444
0.008240560303674605,14010.110943879852,240.11918576475696,3.7125784792319205,1230.3287313325657,656.7898676838122
0.008118859004552276,17319.641608569247,117.24747893585665,2.9975618588795254,1009.9414832964013,884.5921855233967
0.006063957060418622,9797.35704488083,167.85335980102764,0.7752809397399323,3289.39710309411,4011.1400554149723
0.00995907770666471,2091.746070232617,51.08313300246667,2.239748267803835,187.01074229586928,511.4931655098573
0.009908821129442219,3077.8633214359975,116.90713816787931,3.115471865494671,448.37272853255337,771.4850098047767
0.003947949019650953,2738.0080989310354,58.10799722386598,2.117162304619199,684.8433993408057,771.0243370008567
0.009118507432975938,6859.207639112836,272.24364701084204,3.108158236083908,4111.695790386097,1622.5899563447754
0.005701582466379165,13512.897628623026,178.39107617750813,3.0487307980342377,1505.6387928999459,801.7763133946145
0.011100918927831509,7708.056602336532,119.2410517408063,0.9851392225430313,949.6959643108783,2963.6786437279875
0.008060828170903827,6917.886992672579,271.8542573164126,1.007255024694873,2000.811026963743,2489.522915893219
0.007891011590312313,9822.446718674833,51.376451202800844,0.7949474915066663,975.4085910581236,3317.499530602212
0.010510318198296498,17541.834126593334,205.0871836296509,3.7740407878891657,1686.6660648140837,1127.171503962482
0.00987237576257333,19339.26986735554,347.7432838915971,2.982540225193683,1746.1714586259639,633.2939496419381
0.010743969014419995,5891.854415981099,260.45115712570646,1.9938970085804313,1504.9680651883468,1785.5308503267493
0.007797716679543048,17526.42015980661,77.24278746516488,2.012251069133425,1002.1876061049351,1405.1995768291504
0.008075286597658824,13987.54900968862,326.95363971356056,5.045629589032915,1979.8937766726135,383.3517249216086
0.007886762665309575,14504.730147699538,311.8116361619193,0.7745062674771319,1613.2618030585122,1423.3861676397203
