d,l,p,m,t,c
0.007989121000798086,2.95484542240457,9618.321067463035,1001.6050327706315,84.1292058919696,1150.627785190816
0.009338077826479078,1.21646644394598,199.6371768046716,298.1844425681517,95.61109968630701,848.5856999528797
0.007852946043749535,2.0033912521867974,9807.124902705875,1487.1655738481622,77.5657817432066,2073.317968763261
0.007808851784776775,2.0736716189198154,3934.3451096715094,467.809845740996,104.50942088662708,946.1244035528083
0.007869263148890582,0.25059133694113706,6980.254684720891,3006.565918668002,221.0344852813575,5907.935947206131
0.010145467383816355,5.013435428844612,15772.298856362675,4151.867962840065,326.2599759301424,981.1338389227809
0.005694199790943249,2.0186897491207896,14585.419480106033,3415.1221224957626,132.9821061141455,2631.465431917522
0.007696284331634815,3.0070567002109514,17651.349323383518,1030.129478840176,329.22851861375966,384.8260232088776
0.012969665159681586,2.260753437532456,2327.3975172873684,291.25269301521996,29.926018351221025,1024.4562664176963
0.009791614346755248,0.9682191648892507,3093.65980351489,1302.3594108891602,127.73395123216115,4003.0388825672485
0.011002361409259727,6.070761565318137,9772.62787406795,2769.8661038307655,262.63997752033305,880.8949691892159
0.007990181703621322,4.991184869314121,10148.177012568087,501.14525659078043,211.16765794591302,342.5313701607067
0.007749568128994699,5.983368555916549,13828.393093249872,1966.5668575611983,86.88963481390377,935.6051042133664
0.0058096577716908095,3.0227345729924924,11896.471196809103,3326.511885301052,179.28498103107955,1427.0221293093593
0.008079705105002692,3.413176757844458,12519.18907631013,988.4731959498891,148.43665515077913,778.4987442200837
0.0058595112052059715,4.023200984221551,7785.805869625851,5014.96667987357,158.88665134591145,1832.2718293408125
0.00804037714792061,3.622407851786787,14151.150003940646,1251.6424493428954,236.00424620772793,648.5865138480599
0.008048612539333078,2.9942401635971,17739.915988919554,990.1722748934652,116.15351836005945,882.3301665753903
0.006056334836398174,0.8039966411982141,9848.623133871273,3214.9270242453613,170.04480400241877,4126.869250750237
0.010098232224250518,2.2298424094954634,2145.2605296569295,187.8008925793139,50.95856707989941,503.0491015532372
0.00992316940898589,3.0878557656434458,3077.1502204547037,451.8430216815615,118.83392837506845,760.9953705154429
0.0038740643878559587,2.0687609205299755,2695.950486072019,682.5749255016372,56.81946049539234,772.1882619416139
0.009346119046059791,3.045955833191925,6898.9169788972595,4100.846755437064,271.3174471553157,1648.395981683889
0.005675053651927765,2.9847073703827065,13636.627258565557,1482.660463523638,179.8559798771547,801.9997819656538
0.010962224418798303,0.9963083417693577,7977.650819182976,976.4682801871581,120.09185806706635,2966.9575042802417
0.008010743927841787,0.9867500293157755,6799.950243832845,2015.518448221888,275.33367244775684,2504.059346398316
0.008054836445352754,0.7865565218822881,9778.939631530895,987.1600252885413,52.12012684505073,3365.3281531781845
0.010377711777812703,3.7550615326521304,17619.38460966845,1708.0010288014573,196.5073272483124,1134.4859485146696
0.010028977896919696,3.039654684048645,19537.790850700287,1717.6759152341936,344.77723885747054,635.0269675095007
0.0106585067616565,2.01884226034308,5885.195368948432,1491.808589145216,257.3473525432141,1790.1581538652777
0.007967058772808207,2.015344477005205,17592.92301141179,976.3860765243223,78.1754413498015,1358.0473108175172
0.008059373541032653,4.992308070893008,13896.687858035966,2038.2789637769622,331.36916449039774,382.0865113578014
0.007915730848344004,0.7700110288978279,14580.004021793797,1613.2324600246282,312.6168200081328,1414.1431497974738
0.009923151992623433,1.9786696623394036,15948.907936367097,2450.1315846110692,154.34466897406992,2929.8744675514827
0.0133233083412175,2.01600052967153,3037.829781699421,862.0486848459105,50.67684709080922,2533.2404830774926
0.008249363587445378,2.0071728026567612,1982.1892831221246,503.2390178117914,190.88556269817923,875.2689959233775
0.0057885351193023285,4.049715796515001,13732.1618941645,3321.856531579858,315.625411775234,545.9443569477598
0.008087875536395225,1.6337096140291163,17478.438694376615,3875.2669645500832,331.6894005993754,1711.231166718305
0.010060611806693282,2.955159182592716,4952.209292907297,504.20672060117914,123.72779749111768,909.239525276829
0.010076066816737584,1.0028569396054008,16184.824621525162,1149.8812425568947,121.66897212608046,3073.5676174731298
0.009157452840117805,3.649065874338532,6883.901992330175,4139.86634809052,234.69146157631164,1710.2699146527384
0.009981402285537696,1.9934222763958558,13734.834511544454,907.8058132745218,110.8271214212134,1498.3293064594839
0.015166878640901736,5.9340016020847886,14922.49051203101,1388.8004894591231,279.14326072639676,585.8869613773101
0.0078017499969875205,1.4099413372577192,2974.921095610799,4034.936108379257,152.80638608527585,3778.775512872482
0.008032761825184174,2.0035721594547176,11869.58189971223,3337.096382657502,260.00579090412907,1608.1602352742132
0.00805931951317233,1.580636463459499,14729.710799540411,3235.334471860246,246.75200472023118,2290.0181435940212
0.009940473904443883,1.0461650044636013,2650.3084805436665,204.43969742543223,99.21021387827807,1030.944626272755
0.008083824838458365,3.440915722714698,7800.41656491102,1019.2122057349087,130.0925947274059,979.284935842616
0.007690523894306005,3.0037895352584565,9695.25451477128,1976.4693375110216,64.29704447201608,1939.2121962043452
0.006119886369331992,0.9175944232860342,10278.968223250624,3646.247709680637,113.27087762905165,5317.203130003465
0.007881133574315457,5.934617612855613,5003.0373225544035,1537.0139384820238,161.8295868990288,723.6936287533514
0.007991066639891431,1.5599667969608058,7888.593087249021,3213.940226497608,228.89229837306874,2378.277513579314
0.010007285115319417,4.944031020285701,7091.694996886456,4409.233234939161,187.79099729824148,1939.7029361160212
0.01007783948728025,3.017160340416786,14077.645428973232,2144.0708213088787,319.58695774022164,732.8957058644385
0.003978832210072281,2.091785926256161,2088.2250632247833,1912.3239998128279,54.289157611406786,1479.4998554313518
