d,l,m,p,t,c
0.00793738115681924,2.9231622483741817,997.3970474975367,9823.410270319026,83.34695688730507,1180.392444476127
0.009201833818844558,1.2277412416362943,298.8119805128033,203.4722609226305,94.53548009486155,864.0989475677329
0.007904536394592928,2.0174558573077435,1481.848637233926,9823.977983043776,79.6497347854396,2057.1828421344253
0.007648942023595163,2.055541444399486,462.5772530152328,3945.331568747172,102.461234868799,949.3803820176047
0.007809712766092273,0.2492168508700335,3046.073018511733,6906.474155123305,222.3201851182463,5776.636713994596
0.009897093902582081,4.957468576036161,4087.8786306230086,15690.897478276527,321.9321206295705,985.8875251085649
0.005690934557686607,1.9850180828531037,3461.657865960509,14605.098418308564,136.3195127441065,2608.7222696607464
0.007648061699870692,2.977015244145535,1028.0532283860089,17438.37208345975,326.3446139654811,383.99363498229525
0.013171694521998215,2.2673043683155414,291.8856202572568,2401.6928590533494,30.029342838106945,1015.485803585662
0.009832892148063505,0.961281195629883,1301.46938535072,3086.194076490726,128.15578171411497,4046.1196688396817
0.010712442386999532,6.000260374049707,2755.1353720271577,9865.545568505731,257.84403520170616,869.3723620254362
0.008033792682577357,4.989387726707289,498.12793773119967,9980.720405841244,207.64268906017884,337.72623573360835
0.007941665262428645,6.05777440473561,1973.5534021330404,13611.18253527598,86.06340587370028,917.7442689497009
0.00582004642588836,3.001759370507498,3330.7855814676072,11899.349983154152,177.6682024898928,1408.228748647431
0.00787141398469015,3.4819720563503784,1006.038308189909,12796.771332316108,147.356658025735,764.0628678953132
0.005914358929045702,3.9848851450800957,5017.84881553721,7870.464414056062,160.20686336040475,1844.6963953868697
0.007953687889062156,3.678430837609,1259.3565714022777,13973.779579195365,236.14545209944083,648.3211077269073
0.00802000411338424,2.9750764506227005,1014.5143715758204,17798.100775648734,120.48344295647892,877.2368690100657
0.006129332886458147,0.8069818659912106,3196.0207436262585,9665.063457541786,171.6279986101998,4082.025643229674
0.00996337162809707,2.242226566579766,192.29493128658208,2121.494455416015,52.58085691325264,504.0193331317905
0.009984889178217753,3.1109236438164536,446.3387739159841,3022.4577566400667,118.35560054248165,783.3471625021889
0.003966466496791183,2.1021133681436783,677.822955004556,2764.871047714395,58.498537333513404,756.743479561877
0.009164744932922082,3.054348161699451,4032.9804834713104,6843.495413702141,273.2233355251531,1632.0236075807
0.005821760867136325,2.975734742412243,1506.975074820791,13893.571388564667,179.67406285938037,806.8319883524687
0.010954352522602899,0.9920697889920677,937.9812923878861,7882.36155139045,119.15288166268118,2958.535005319938
0.007934008325038844,0.9741292659154701,2021.9689532915695,6960.741500295207,279.0915654365706,2520.427696199847
0.008121469940906309,0.8002180471547671,981.9365436844279,9649.662956185719,51.23213073362106,3316.036317576885
0.010435782057007492,3.815321919636523,1705.06121179585,17743.960184490294,200.4613634225458,1116.5524973331949
0.009974515804832124,2.984283974655306,1724.4840804808134,19601.27103061175,349.5768336489857,631.559772013987
0.010682989335378229,2.0148204296885193,1511.8449464411456,5906.495061669124,259.4865183021927,1758.2721338328413
0.007841751062231596,2.000949769923815,989.1331370416741,17542.75129863393,76.94768621905803,1367.0977069108144
0.008051360883605288,4.9573412982510225,2031.3135193366325,13967.566534992646,326.7369027957018,383.27913046573
0.007966362868540274,0.7760929287748772,1617.426470067035,14976.09016850213,312.0418375715187,1428.7156773551155
0.00998075118339118,2.016731480270688,2523.5005246868855,15765.837476982228,154.3296065337635,2930.4286676628935
0.0129547628339258,2.0158610766759884,857.3945093720727,2951.4718897127523,50.56978191509704,2485.485394184313
0.008082904786864404,1.9881956619279695,499.31944171498435,2031.8825300382198,193.0548028027012,882.8599472059789
0.005859792337061186,4.026946988976517,3292.7354226025063,13524.145929055328,319.25631049281475,550.9097704147042
0.007938349254120092,1.6602936648566338,3775.9341752925557,17569.663775106357,336.22395671487067,1728.5548848115786
0.009886020810512795,2.9748941733666263,497.61537812563506,5035.662767103021,123.74811295492485,910.1476502677681
0.010011181344326823,1.003341868653969,1147.7069172847428,16032.286550694564,118.96215277316315,3110.072928844277
0.009418226730836953,3.671146498894377,4156.803984884861,6841.06205365058,232.424721999996,1712.7967029194638
0.010086693437253444,2.000131966944934,898.2010702478027,13477.095177151243,111.61949640972367,1503.0816455665174
