d,p,m,l,t,c
0.007893006091202701,9680.13274956093,1007.2335215301445,2.9705862294544882,82.28962128079266,1159.648297205549
0.009359292004589861,200.21974675754768,295.8617281378388,1.2091717344609145,95.06690960604205,873.627177260839
0.00792496153062953,9797.857683978265,1488.3526463915375,1.9948470239903386,78.51388792846699,2064.780824765152
0.007724844081417388,3968.0744401866923,463.5136768041054,2.0609967663047826,104.57752666142108,936.979609798751
0.00781375618201629,6684.593378498541,3043.4961132935837,0.2501873546235165,220.65128467150822,5884.733266733757
0.010203529143629606,15405.184890671508,4096.477149269296,4.9447038388227496,323.7602105522421,972.6020731346315
0.005768050561615496,15040.32901494334,3430.5541701709876,2.0011865271002267,135.73046826975045,2652.129376106893
0.007933947117488753,17754.248125705155,1036.8025199306035,3.0256357444874795,330.3808081138239,387.78469985314183
0.012981788173198115,2312.128334717942,287.87893729436007,2.2579289159053486,30.282367482372084,1007.6260563664094
0.009841928156611708,3027.9893096316646,1318.6509968869832,0.9687675939187592,126.17605253154264,3985.318810871602
0.010831262527643517,9764.586596385237,2793.9290146703584,6.045800169470774,258.914297272591,878.5286558527287
0.008171315043157728,10013.505067512104,504.5987550276657,4.9565349535328,212.0861950174603,347.05682554115765
0.007811787910319682,13574.7536428753,2006.6373825100932,6.018189509895451,87.44035273002667,930.2271226030268
0.0058168186400397994,11793.226631796828,3347.8601898643387,2.9792841832062105,179.385435961595,1430.4668518253775
0.008002469914805676,12896.678335930279,999.2005336354325,3.4962779602394787,149.28426383814318,773.8474132649968
0.0058243111009912505,7805.38570863331,5022.081798372008,4.010204825810408,161.09086605593617,1836.0883691777824
0.008107902456069582,14077.26861213988,1257.3418171474864,3.6605087827780314,237.59897816189033,657.9979997764665
0.00820393302613623,17436.784685465635,1006.7158547161309,2.9936798357905245,119.70033363453767,896.2548076180568
0.006148109197045964,9927.272618612973,3234.3834344438546,0.7986688581065421,174.2570195887028,4073.2152528033594
0.0100025454352538,2139.4099785122303,185.0525137236463,2.2572004945064728,52.4757882978567,501.9149219576841
0.01000436672001816,3041.4949492525425,449.12244592530567,3.084591280055732,120.54860296135736,765.0983563418016
0.003932747316617245,2760.4996323101896,686.3009348386928,2.0650293673936155,58.45296441705332,760.5173594541685
0.009420232366042853,6993.297460085325,4031.7075375082077,3.065321098577583,269.0504629380052,1645.0583489047867
0.005720223229827638,13716.882638878269,1481.866017146397,3.028706526986666,179.88924266279193,808.5701725590351
0.010947883721722364,7858.635186143005,973.1283608280294,0.9843087661060728,119.11649256663388,2990.5168143743313
0.007999260264228352,6902.901290229647,1999.288395174186,0.9810481497650235,273.40646451548014,2498.8328559906777
0.008000966972904429,9775.397863211487,992.1779955946859,0.7836528437548843,51.49766317161658,3332.2494515211833
0.010329232297566144,17910.813299678633,1693.5079782639652,3.830685232493433,201.04371670656266,1134.8589482315365
0.009965257269011972,19163.472811033414,1708.4387118480256,3.0222761332840324,347.1357735337044,629.6095460977422
0.010879157419043948,5869.23286708182,1508.2909752881512,2.0077423424859506,261.7195799193982,1760.6328588286751
0.008021309005042616,17755.93991577397,957.5590311836141,1.9572511312823289,76.0643115698285,1380.678626553816
0.008203447674222444,13916.39094711131,2026.1921120826294,5.005108096354158,330.8082969778685,386.7542787237444
0.007987903397631535,14809.14792798166,1603.637949463942,0.7756606071924548,308.07929179674284,1409.4984961319115
0.010050401647813283,16019.70607932541,2505.121877255799,2.006596464940791,154.65247721705762,2897.6464817598176
0.013255581255767396,3014.124219325277,856.9283462141946,2.0225294778221055,49.43417038210717,2533.476505827572
0.00802349183474113,1981.590815114485,500.605005841289,2.0341063808508903,193.16960104036005,863.8764552068689
0.005934232927000652,13781.519282354022,3309.8997939814426,4.015212753899124,319.9493330562783,553.044052632725
0.007941344564634122,17695.12400807831,3805.4980294119378,1.6499203005402432,328.85437995429567,1745.5365759799301
0.009720184083685298,5032.110511083108,501.03516510597956,3.0372860038064067,122.65276423250491,900.8036675405223
0.010066488656123416,16114.381347582712,1165.4572167313875,1.0024047671589218,120.24642019269116,3081.8704158527207
0.009166739947657213,7060.683815977689,4205.123907857502,3.6490658212029934,230.6460099878436,1705.3764954353014
0.01001132603145878,13801.057240568,902.3290466044061,2.0338684962103124,110.46952180212139,1503.890658670115
0.015179413030899796,14559.733172164804,1425.3778621641352,5.912392634564213,278.89641813057546,592.1065168479224
0.008029068671605931,2983.7197603228988,4025.193933093917,1.413514786040343,155.24570312036377,3846.0232503510747
0.007967757330286427,11789.908399875838,3303.2621627343174,1.9729035296920487,258.9665447115014,1609.2406100365665
0.007929220944891943,14756.561081597742,3163.925665410988,1.5981960199600078,243.68399223007722,2302.12582144054
0.010154242123465792,2658.9504769155187,201.84213623852133,1.0540069081956007,98.09383772248813,1035.856921912881
0.007999821527387546,7893.74562271666,983.2943433846386,3.4974955386903908,129.89532233417117,965.375882664519
0.007799851780477824,10028.255303989423,1964.162743099307,2.9885306684858977,64.05163528665047,1890.0184498302813
0.006360441296046382,10290.729237785874,3579.2013847969365,0.9113670364906424,116.45067147880228,5433.983066410513
