learning_rate,num_layers,num_nodes,batch_size,MAPE,MSE,R2
0.0009957451490230228,2.9685128523917537,200.38931844748234,127.67871029447484,63.76047138827324,1071040.0254846234,0.45529215109119847
0.000984938943217924,2.946969169450759,249.83559208732476,129.32894161811456,40.4524904589035,927051.6669182732,0.5302948233559327
0.0010136838117346936,3.061650484339277,300.94455029522527,126.55043577152308,32.85908563335895,661961.1180068866,0.6717324212723796
0.0009937149177484477,2.9618744486148723,352.39708553825614,127.70657100555472,30.996397339961632,598896.7622388116,0.697641869529332
0.0010019952640702118,4.002138252758039,197.1194247781863,128.19196675089162,48.468606385595386,945251.2123522739,0.5267696221270911
0.0010040352977266835,4.021090246272852,248.9902367845675,128.25663197157428,40.700990081317556,1244310.6630853072,0.37615635435210804
0.001007745712034577,3.9971647378369553,298.83604301534143,125.71786828815449,33.799142010771924,657456.1190202896,0.6710361365543923
0.0009934588070916,3.974414688832623,348.2627786577894,129.8023775560906,31.50560405548504,617850.6765167282,0.6923955853998752
0.0009970130610326862,5.068056139872926,198.0870937981894,127.87454964267633,31.300912496235526,558432.6410807578,0.7299675659089603
0.000994551135388265,5.019749406118371,253.61105033340385,125.73601765696101,32.59538725610416,874022.1978351413,0.5624078765911662
0.000993383035206231,4.947926414724106,292.56626965294583,126.94649313623417,32.75329621790557,629957.9079015907,0.6768177856947546
0.0009965776747210282,4.944152026760287,347.568723190061,130.35266512291506,29.57953714204477,568903.7916328959,0.7210680375301928
