m,kPa,kg m-2s-1,Â°C,m.1,kW m-2
0.007967802120600831,9717.499142063456,995.3861723719712,82.03699022617359,3.002270305585398,1161.8544678552491
0.009260869461096149,199.73481940546475,297.7419982924651,95.39340242999145,1.2291476501032774,857.8040425176878
0.008079656335214323,9727.031495731753,1501.8655352602057,78.7739578637941,1.9888552390212582,2055.7546721279928
0.007689865429711812,3975.14366027453,460.21475329021484,104.13964808517485,2.1048150951837723,955.6109409569107
0.007783390787505274,6825.30319752719,2980.4568049747454,219.05810359349888,0.2497178746272532,5974.779073608714
0.01000599351018567,15296.922236657862,4172.582081104922,326.2344154457167,4.95128518017993,990.5231857288976
0.005742421018639725,14626.289381299952,3414.417435668683,141.60805104125345,2.009236510893383,2662.3086495452885
0.007820983347136492,17979.861763167995,1051.1709658620168,328.35383750721786,3.044274253438201,383.852556949802
0.013064465614465842,2368.2564849131973,288.7111550944116,30.55757727949277,2.2448898403833155,991.6607139372156
0.01007620972582245,3029.009607540034,1287.683593597846,127.60508167781768,0.9611643876432301,3981.3986350210625
0.010768596738619362,9717.457540302019,2815.4881078700105,258.34828237827804,6.024130786992942,860.6280308477793
0.008094342122007752,10181.153487495785,498.92775433059353,212.13036718938525,4.939268496796242,337.24644117315313
0.007786352290220305,13713.65541251942,1989.1425327361953,87.60994695945783,5.877009186362593,912.9112338861196
0.005717686988200152,11725.186448689485,3400.907171347601,177.1407587580893,3.031104542456134,1411.6995714279665
0.007940677688956354,12654.601840692598,1011.481544323096,147.53233985387698,3.4730576451042627,778.3857799593823
0.005740793666937111,7726.867557492262,4949.252016618592,160.06967208866067,4.025230086281673,1866.749063125621
0.007953996216967405,14050.637278205846,1256.3838641623302,236.84475471361478,3.585860174868553,649.7128510207539
0.00795765964262467,17910.68118527476,1001.230443619695,119.43675708644444,3.01234140149238,885.6446148363088
0.006132378565386351,9788.21147219343,3209.5187902854063,170.67618227648043,0.798919591312173,4146.427821419653
0.010106924991402253,2143.895758175406,189.05583089106668,52.36908756557043,2.2722294558614347,509.3552578336691
0.010059098580421606,3070.4610609625606,459.42343023404453,117.84964860658671,3.1078888526903237,762.0039421498275
0.003974857055653235,2734.2753673084235,671.7236848229279,57.69214540104235,2.0815087191077053,752.3036122364146
0.00927875126675717,6991.301591465523,4055.0010631068535,268.6516646732068,3.0745225944121612,1620.1068503013005
0.005767203942362004,13854.649576977636,1517.953282739843,179.60440095827374,3.023458153140891,814.3892456409078
0.010943162684355082,7853.038995008853,957.7107738453345,118.36122455790549,0.9990719157825688,2925.1775829571316
0.007949144529734853,6994.782321984782,2023.228301355409,279.0527031027095,0.9874539830254077,2496.172631319221
0.007984746747287363,9746.57142193949,981.9804313333491,51.12024724952989,0.8091846703719316,3376.3039537895474
0.010306473431774165,17369.477137106893,1706.1493219424574,203.373153463556,3.7845510956155857,1110.117689999564
0.009977203159765285,19729.20426051541,1730.9854309531686,349.0485478589555,3.0412697894861482,639.3526818694899
0.011174145835510413,5906.005962134804,1490.317665073006,262.74520226942064,2.011036912695236,1767.955004672937
0.007890903526131459,17619.829203673904,981.8522455038024,76.28403229235994,2.006052096970047,1387.6606666486493
0.008259912032708145,14276.740506657348,2035.4658756531348,330.2271518327342,4.932457711335729,387.5482243346479
0.007946980063521196,14645.913808193869,1600.39104946829,310.73633554719936,0.7720312065054086,1396.8238759757598
0.010020600781773003,16173.903253104685,2506.799572748276,154.69929387878716,2.0013964852974007,2948.011514750627
0.013105191481373802,2977.1837094513585,864.020253942812,49.595614633211895,1.9967172797379802,2506.8757740028313
0.008191603710813221,2004.2354103355428,501.6244862356893,193.13176773668005,2.0236982401566594,869.9108332535103
0.005763593623350704,13681.742493069822,3360.263086597893,320.4796915478622,4.061857589791159,552.5781902784854
0.008114458204549441,17247.842198568644,3847.9713517758355,331.1621404698064,1.6597658188451476,1708.2246829722633
0.009803705992592686,5073.165313213209,499.9634920164922,123.042045812187,3.023971037167103,907.566296099786
0.009967132349969604,16033.054365656986,1157.319466329198,119.64153046867781,0.985295669310732,3100.726150934636
0.009282486671118743,6900.960880057076,4170.554139712829,235.56116504628613,3.7024609142010836,1720.3233705083449
0.0098621623903801,13769.144204626098,892.4990449243593,111.1846618056578,2.0087410154568173,1472.9147835958156
0.015114889267499022,14868.276535836107,1428.836286106081,278.9862530431933,6.034988002324285,577.7106569919292
0.008065488715521285,2979.4845587985387,4095.3388224155347,158.22505691279028,1.407572719694655,3818.6117806493603
0.008041988381747753,11814.444142748258,3277.8836516035285,260.02928323381724,1.9994574499102462,1591.3510783681538
0.008019519959924169,14457.614247228641,3194.0743904706496,244.43272286386923,1.6012649745775285,2341.2099044806046
0.009971349216808811,2639.2191683511255,202.39093379967463,98.3926635377136,1.0327412508474758,1041.408540193545
0.008143506666058094,7880.164705713582,993.529763184324,127.77455587947892,3.515486725313875,962.955237590256
0.007805186917772533,10023.160742137105,2021.7962649539238,63.61175952668514,2.9306206901685163,1927.5613209490662
0.006239931823268023,10351.716730437047,3675.5518002967447,118.09607333776538,0.918235104365322,5439.429212261528
0.008007957864954849,5065.465641067052,1511.8692915296795,163.6722284428295,5.970738417346444,728.7036221296636
0.00798487156174054,7889.382022993345,3142.9821334154867,229.38664981274113,1.5895669239138037,2325.70828059607
0.009929517347526996,6866.233388049238,4341.509066552348,185.7290149414951,5.021229168432434,1951.0662798618023
0.009968338641120397,14009.023708215598,2114.4910758474875,312.75213069032554,2.985723280719139,730.1355655082685
0.003920506018741404,2013.0783007004168,1920.974443374057,54.12607373765201,2.0300372749490614,1465.8137172811378
0.007855023520791789,9900.972535148376,1926.7353908020625,230.90106606483624,5.903570430066039,572.8122671131161
0.013449087117096449,17444.698541525515,2054.2414776604683,346.3967406081339,3.648416160827401,688.4854229324491
0.008030336330595949,7758.916660106607,989.3274266169917,177.08535473995306,0.7844568574165055,2737.889150713257
