d,l,p,m,t,c
0.008051411766889236,3.004162326867082,9732.747935601505,1010.5870890024669,82.29632017321728,1155.913729421542
0.009347913489577917,1.2401040990089025,204.89508502873574,296.63871209535387,96.5344205837162,864.3049449794646
0.007927361274355109,2.016369669940424,9792.37534116025,1486.3683551238075,76.52830133121304,2077.542702562123
0.007783439496025865,2.112482824584187,3967.078230300114,468.4056614475746,102.22769926268519,935.2080256139996
0.007987517622288538,0.24628916573847426,6760.306432892365,2931.061780797191,219.82183506932526,5929.011271897299
0.010027538860161698,4.929957170107306,15514.250291257054,4114.163382953759,317.227069636179,983.6694580251855
0.005767121870534811,2.0082945714365557,14386.11217628549,3466.9973870216336,137.14831525940653,2592.683141984383
0.007768355851649345,2.9477116649713744,17716.94873728851,1041.773369266954,323.6231673614638,381.6586747525828
0.01321568444425498,2.240859168827707,2386.0855975967847,294.17156820465584,29.775282107042962,985.6329789399508
0.009926413624635127,0.9551238420101539,3095.3660702643474,1288.2224723312215,128.52247092970944,3999.1239401467546
0.010782028137677532,6.029267936618833,9686.932429497178,2789.5724096936005,260.20310710290426,871.866378449958
0.007986898356113145,4.974368705778164,10062.184619802172,505.35526509452967,208.70460984707492,345.0400834166133
0.007790729714150935,5.9770382627891445,14004.217045871357,1972.1556958337317,88.05469228711807,938.8363721551682
0.005736113019958663,2.94402296136172,11725.019225756187,3314.29940963628,175.31660186503976,1412.4049999082272
0.007996982294477317,3.4921326289567465,12690.198933161982,995.8581848086022,148.11497616304928,770.8076342149702
0.005887806777700095,3.9072660368528522,7804.1795922161355,4960.915759177483,159.09041244791334,1828.1531060356199
0.008228788401345485,3.6904722878832357,14003.188089969794,1235.7363394457163,231.6407353435676,649.6512155764686
0.00790047975623915,3.018638899384158,17497.164683689207,1006.1946953730172,121.193822752747,885.4175933804346
0.00613712394694946,0.7888195395440193,9803.87624876791,3193.961099826261,170.46133407509592,4064.179975602497
0.009985873391949045,2.2885747007044106,2118.578086711646,189.30677975743913,51.40456095995418,509.9181435897643
0.00997318334373863,3.103104312411905,3029.592529956176,453.43664136964657,120.01683551333237,781.7859761186368
0.003984420815549577,2.0854058844319483,2725.481034750081,682.6514213148881,57.93339646730605,756.9608888216017
0.009228235297763237,3.023227987719686,6921.061018587814,4039.9083478525636,270.90755559908274,1643.1694227699145
0.00587379300848423,3.0418296595640726,13886.583011453064,1504.5050211290481,179.0570467827508,813.7639750289998
0.011114400812776109,1.0058416761985776,7882.008015160398,958.9204800494555,120.67765568073936,2949.036094152042
0.007867426520164169,1.005788047223771,6749.391254301743,2024.6119438520009,274.95788395715806,2478.8529217204123
0.007992386386171476,0.8078892459231757,9778.355906003037,989.2671164339017,52.240961469325676,3316.2741620018483
0.010477591845892462,3.760486797547809,17475.93820065572,1734.0720626235598,203.54162156662963,1113.3824875158168
0.010028521005272427,2.982139499538363,19104.841025698577,1717.4810133418384,347.1381559686484,637.234646254077
0.010798351571216742,2.0346504789674627,5850.013842140267,1467.4234602736058,261.6302517658161,1764.5287476015367
0.007958590558540887,2.0042158890107022,17719.65260672426,980.6413652482149,77.45083646832009,1371.1696381237255
0.008166129958973398,5.042423160049237,13821.108737648765,2016.0183367416573,323.7238086653463,386.28368884251523
0.007997030813273137,0.775913510640851,14746.656695630094,1604.4529129780299,313.8312445971165,1393.348274525965
0.010109566364392307,1.9940374822604392,15978.788298181515,2512.484180124866,154.1494787057857,2936.242846075923
0.013108743838464169,1.9828039447756325,2967.3285835818924,854.088261516169,49.7126628833038,2539.1371128963374
0.008113828398064765,1.9996879458600307,2004.2152458072824,504.7762021293991,194.35180210056114,877.1266024425792
0.005895920855690365,3.944331824388338,13653.714980314015,3347.329570840294,317.1986428999321,552.91377249541
0.007902378513680511,1.653928414186399,17759.430336032765,3839.768044055043,332.30623238842264,1749.0151034610985
