d,p,m,l,t,c
0.007935974419362566,9737.718999920138,993.1191404269659,3.0076786463137615,81.9530078072958,1159.9231778589478
0.00925847914295904,202.75839466991675,296.5352139632119,1.2030021919003153,95.50408337778245,867.5552593264804
0.007802787586333856,9685.571052169027,1515.1770900367587,2.0184629366837146,77.61949125922416,2072.214669364237
0.007601000952823104,3923.896939533449,469.6423504523047,2.070068936122033,102.07239950682904,951.5847490388968
0.007785189931181141,6876.643367095822,3018.9994680512277,0.24947414153568423,219.41672610206592,5931.055143519262
0.010074311266896738,15731.316290586854,4136.122868457014,4.998271426717567,326.3721852403494,985.818119553371
0.0057345391132273705,14642.789175031301,3442.5095277930204,2.0123163020724517,136.99084600226598,2601.9464516593684
0.008017425845101305,17340.506672068954,1053.6664766229771,2.9784987904482962,327.4926324325374,389.67044041913033
0.01305482173617916,2376.504855889079,291.13705021403877,2.2925801377339483,30.40941121890012,1013.8500390580291
0.009909624087090467,3099.567769048882,1283.8001081893365,0.9611406083760402,125.93405025624779,4054.1357486918455
0.010875702877346337,9907.885783469492,2735.857200093409,5.931513830350117,262.74464951158075,876.4545735720047
0.008110686039046197,9891.135058660613,505.02500591227727,5.058500925704252,210.81294508272188,344.47560057565954
0.007704566388191588,13860.754453594584,2007.710719669804,5.96361206575352,89.77145727607723,936.3852024524333
0.005717339045580995,11771.149868215645,3278.6963354785453,2.9809527427747944,181.40967533079072,1411.3977246220338
0.008085478743851085,12783.204289702704,991.4850628310181,3.4785012125069645,149.6243290505292,772.9916442980361
0.005838680165493988,7786.157393553717,4978.184843729573,4.00904753592039,158.77949940205733,1807.7876628637475
0.008326781501763523,14209.72191391788,1252.8637403005523,3.673190431491266,233.98431502589125,654.968168828201
0.007922506486053638,17608.306364503427,981.1570843044611,2.9911545748692516,118.74401094906405,873.6518330737875
0.00593628522576899,9879.198478700708,3191.528278230064,0.8035747325673313,175.04376629379368,4000.2632537093514
0.009923676013702497,2128.533808410775,189.40179034298274,2.2717559457167433,51.809689887428405,502.7819852599164
0.009870949199385285,3149.2047543938675,442.77802042645624,3.1045375809907343,119.1055016399927,780.802038647352
