p,m,t,d,l,c
9876.635450607588,995.0937229292041,82.76414841747298,0.008063621850282676,2.9652816724914945,1135.735259235236
200.28374743541445,295.9948796575985,98.53600252225588,0.009281135588830737,1.2029931187265186,862.4850026317877
9745.865692657055,1502.8214183638281,78.09634609069771,0.0079608021221498,1.9902377350401703,2069.3185443421416
3933.0290489439576,462.21708020975603,104.80957825121675,0.007672250377170281,2.0996341581350726,931.3173832884546
6865.58783129546,3006.4158317517663,219.29264916781966,0.007741083668231598,0.24728393655704886,5857.521114085316
15564.694415328067,4081.5985772586823,324.1049738265714,0.009979994979748372,4.945139131567862,993.2498464110639
14702.567350193453,3408.3513432554864,137.1416795730882,0.005813143585404498,1.996908059426441,2585.468424698675
17628.49199095457,1034.963045772707,326.97741829685367,0.007788652295129552,2.95895319144209,382.54052845516543
2374.263522820985,290.64768371641696,30.89749979697587,0.013202771925130745,2.260979585711086,992.065671024533
3091.2444823350656,1295.7856945795108,128.64762461681147,0.010029095788523639,0.9488410119288317,4051.773318199308
9882.685739689163,2771.5158357442365,257.39143657430566,0.010630170856888652,5.984508205241348,880.0976144670445
9999.764477118657,502.97101772716985,207.4897378790745,0.008090336614639702,5.036407319856985,344.9389032726144
13796.302032326252,2010.0922813710781,87.19008163481942,0.007792824078590692,5.95720069468328,920.9721344723837
11618.370503645314,3295.9152135090694,178.02261183515424,0.005835390662395817,3.0337159367865527,1418.0446744912751
12713.63231785358,1003.1774968945061,149.28574696040403,0.008029547040225576,3.4855206658376106,773.3095852678294
7899.513251325557,5019.0000345658855,160.64719141520808,0.005865897310862114,4.056535285572873,1769.0528418105782
14041.135344019676,1260.6238477897293,238.3149675893853,0.008034249916962371,3.7248170126302087,658.0188730125677
17541.368604786872,989.9926238029803,121.28186410053858,0.008016335245937985,3.009537841684541,869.5210418223411
9816.723121631705,3256.2581754650673,173.15838556044224,0.006072056923886765,0.7926317068588623,4031.743518775429
2147.2750250219156,188.7005723281699,52.36178023542368,0.009930792649609327,2.2337265597542997,507.7697274894956
3033.3208001972107,447.8883766882042,117.91893563731,0.009855157175279305,3.098684329900782,775.3301031686043
2763.4386318455254,691.6356743517483,58.98459859263145,0.003958458153203737,2.0555321350833826,766.6120882336226
6917.107161843257,4043.7293988240262,271.6876206334364,0.00923599378479843,3.0422469265113823,1642.442522649154
13598.123726268595,1474.680958390766,177.54978262722463,0.005904484275375231,3.020392826512762,807.0906667761051
8010.318387344539,955.3362364667228,119.05174819233511,0.011073513146348146,0.9906691467079058,2922.3618781356668
6753.049606810315,2003.3636111801773,272.42555678404096,0.008083760950307326,0.9823926002899294,2452.8715500290227
9924.6988860716,959.201296259592,51.642545623525564,0.008109713194399648,0.7963680250201409,3341.4697302570376
17605.782163009797,1698.3787887345084,202.79882304889995,0.01041314909465049,3.7922733009334935,1097.1341803689652
19784.283376047533,1757.8712134476941,351.1649951610612,0.01018348091676297,2.9767704200615066,636.0728919952402
