d,l,m,p,t,c
0.008133767108114337,2.9661544956720225,998.1009489347487,9663.765356647846,82.82407344616104,1149.0891764986343
0.009268345119484662,1.2298336592160253,302.59259563849116,200.0494913374726,96.11912850524567,870.2380083982342
0.008031561284454026,2.0319362582745795,1504.9310767651443,9805.52987360415,78.8902971316468,2059.447140140427
0.007579002977786496,2.0739362734468605,465.7094382747538,3914.1863384715116,103.1754462523004,924.6694619316088
0.007769562080074587,0.250882859656267,2961.879301008761,6820.311611924662,217.05703314235947,5814.984637119383
0.01018388887645798,5.0030574886220895,4147.939450343307,15600.0071451719,326.05223697179133,983.9783128067055
0.005698513882272084,1.9647659026940167,3465.492353319507,15079.562734365947,139.94204820520213,2625.685884711624
0.007915559176704143,2.933644408339804,1050.641728980299,17653.933308019023,327.19484311268087,388.0345206978645
0.013183963215335995,2.2529103468101646,289.58475954229095,2379.656633199952,30.943124914364933,1011.2500886719556
0.010067750562302647,0.9678969269465482,1304.7194800194281,3057.9303202921983,128.5767031246914,4023.81267611
0.010731371816173212,6.100842989401589,2823.7514677320264,9737.120851636802,260.45683358202484,864.4468091826042
0.008286059197006226,4.93848176149255,512.3679090281407,10070.438852733972,211.51253188498353,343.9113486162861
0.0077551811895332,6.037842382398926,1961.4147612057563,13754.182535366788,86.53603774055877,921.7337604927717
0.005831073088875504,3.013043039234445,3300.6065764250266,11716.44718328376,178.30287718568857,1428.6617511409406
0.007989309655946747,3.471137082069465,1002.787792326928,12594.73839023568,149.24372452492884,767.6881536694251
0.0057785033855966995,3.980237562163866,4957.998866863084,7750.40321198504,162.57858827942022,1824.3870610374765
0.00799947471293479,3.707194737689745,1244.2361823126146,14282.71627925523,238.45309586253248,652.6442497415919
0.008025127680239809,2.9902386680138378,1004.6352690879634,17406.699771817715,121.68164590526158,875.594123463
0.006057495252397828,0.7846675901847773,3184.4225738254886,10017.306957317116,169.54001905212692,4156.008150793135
0.009859588025162866,2.290195385533142,186.4881808156774,2110.31834910195,51.72919862371846,511.89747253634425
0.009807111336792884,3.1312128313351835,454.5873515464928,3050.348826269482,119.57462510621352,782.8357735249732
0.0039494270065686884,2.099821281439682,680.5902921898104,2735.975018689445,57.924534500152205,758.6602463812783
0.009227391729407267,3.1019934259714543,4056.4068472640806,6989.3697016966025,271.16818878332657,1624.7309366590405
0.005852337493413214,3.027984845598071,1464.3863968837406,13719.8036561448,180.32792398945122,814.0163266278536
0.01113638489138938,0.9872151899754257,970.4176254329237,7830.462916989847,118.96047588496302,2984.6731078279395
0.00788442075726928,0.9813338332218335,2023.5717622911095,7020.028051532562,275.7656689200893,2504.178853414986
0.00801330677927257,0.7880135218193803,973.5266091034538,9908.110245462949,51.67065967852324,3317.749894142974
0.010342717487636021,3.8226537284717286,1694.2324415671108,17541.862295653966,199.12108530287028,1092.7616367327041
0.010059673757973078,3.0178509635316733,1742.353147980576,19672.81633885151,348.0290126849064,636.8790671964441
0.010927139450347222,2.043612819616017,1496.6879581120206,5933.403190894256,262.050827214696,1772.472906262078
0.00802159181432125,1.9991703679616368,990.2337124464419,17307.486517853005,75.72935250215221,1367.1961482946392
0.00817803473226571,5.094653870026543,2014.5134642742994,14006.162779970322,329.9310322614001,382.462759377125
0.008095829315479244,0.7788429181180103,1623.207773835584,14421.277872164676,309.8279686094866,1400.9288176867608
0.010009469365140392,2.014508760406035,2540.383481176474,15958.334994972276,152.63665776437674,2967.571741117086
0.013109286866738172,1.974758690273353,867.3134045292799,2971.962642992011,50.86139644716442,2535.4296235083407
0.008102467037776903,2.017481395859128,507.3518182552527,2032.0094748863742,191.76663749181796,866.2256039213732
0.005890628563319166,3.9695291402375488,3293.4818219058193,13735.731600286408,320.2957075123969,555.3786146143711
0.00800308903159062,1.6376798179160226,3829.9160513673205,17506.504265563162,326.44766183944597,1742.5129532873525
0.010075543315369171,2.981058135003782,497.2928716823522,4985.665997681144,123.27163119514982,920.6214230470457
0.010162434386950853,0.9941107039498853,1156.9703907606754,15551.09055013987,120.85524571044198,3174.968391231286
0.00938032468208604,3.7024274938392647,4115.744691604814,6659.407712537576,231.8799485627917,1717.1234536983125
0.009992329716346046,1.9833027995113188,890.146652631918,13705.132928766392,113.04500179966487,1441.6549253832854
0.01527984667196412,6.062791978141602,1423.588269461043,14715.095269890686,276.17164101113343,579.9631395971421
0.008033447866664921,1.4184557708307342,3954.7521430824004,3000.1508653650794,157.38229291760186,3846.545237171823
0.008032427247659183,2.01821479192437,3309.9526320171253,11767.956271163037,259.2026938024502,1640.632696783218
0.007983066002338729,1.5789590977882495,3134.9362219474983,14572.017826698871,243.86709085550953,2329.241683627086
0.009976240172513964,1.0396773493359301,201.98409945107124,2665.0143371554727,97.07896088077887,1030.2166571584366
0.008071567941356973,3.482260932220875,1003.9084532557854,7874.532433092491,126.5340815647084,974.7596919079399
0.007923913765739095,2.978409165513992,1993.7258185352312,9924.77312088102,63.06457035111734,1897.3612023481462
0.006243573675049307,0.8980674412101535,3587.6684254100724,10277.857485133676,115.8603427433611,5435.848261785469
0.00794083598321456,5.962465284401345,1521.5257769917791,5058.205719612925,165.52901884760078,723.9960975198976
0.007994228938645919,1.5698389846979857,3176.142259136826,7953.919506066302,229.3876015913504,2371.5447610877204
0.00999212513894091,4.956851934911822,4256.891382527974,6961.335351383714,188.5798479791917,1917.3154270943717
0.010008332337066758,2.942415307813056,2100.9281836277646,14206.347822047532,314.3522489612604,728.4522888454079
0.0039435455048757,2.0699304758993247,1913.9633773484547,2014.4288463226087,54.73439727589364,1463.5007190720714
0.007647896401114303,5.946977440085869,1962.6128042024095,9641.187479705666,233.1815249646647,568.0119193264773
0.01337744116126453,3.658781965660856,2046.2228408712308,17047.650596001047,352.5239963395826,693.116123284336
0.007930302048089711,0.793663916190934,990.8450484195877,7938.893718027004,176.37061657959353,2691.696671435923
0.007989821708977376,1.5684548133067726,1584.7075711690152,17851.320139761814,202.2375775296181,1735.2309272761402
0.007918365781416258,1.858871921304715,1997.9458769737407,3013.443551296098,193.1154552112812,2033.4505410792392
0.007930471675914383,7.0121316428334115,1490.7569963530177,17534.027729050445,56.674173524022144,719.6850436558767
0.009826964766674714,1.4783688229864682,705.40232187812,696.6859952995017,87.89338690714722,1539.3101944464283
0.01000848525010903,4.906683985138004,2280.117131616825,13843.892142174165,315.1138457765283,505.81608217382797
0.007750474530721808,2.6015032417540094,2744.990609958647,14632.643116201261,179.6004975203088,1875.0502531427069
0.007988479077130902,1.6284775553257151,3971.2452622089963,17864.9253183169,328.0972992369725,1732.8416694524285
0.013365708860235675,3.715593983511437,2053.622986903534,13973.111528807123,307.33110352029723,767.6193471130142
0.005798626468779157,4.047919475225359,1489.656257880668,15843.83503911915,262.77322799469545,470.8893707655499
0.01006857681354717,3.028673818677782,5670.668516210795,17979.823985471772,258.7494619925704,2939.880379595592
0.007922027456534208,4.9863704007889895,2629.493353804434,17811.260444781758,335.3630067893927,560.376771487147
0.008189117493883168,1.5537534294682052,1624.6148629881125,9673.06803687313,294.1890530490292,1314.5584194788532
0.007832886392690567,5.918876277587748,3885.238788079213,17829.058390067796,200.52393786078858,1439.0217703667238
0.010798733235670021,1.0066006797047298,1003.3810795619867,13749.86415933037,279.79682109169465,1404.2161641557789
0.009968612847576308,3.0481729450503434,3065.786370631068,6930.998285789532,264.48805420711955,1523.3512471763074
0.013331339395360211,3.605610428357421,2053.224318211142,17782.29526138723,349.7937588238646,684.6070200308179
0.013150640168308332,2.4969510629830465,351.35676673596294,1470.837142161428,31.921866436907997,1008.5373138347609
0.01293997834932713,1.9215012765295565,3745.837696471318,7021.406640749855,270.4978403174979,1957.0624554025485
0.008019027122866187,1.5818526106820125,4035.881108117227,14711.69196498152,316.66297248947353,1572.9556609960105
0.009843107772193885,1.231284858772643,102.55659162434313,2883.915732360908,38.181319398510695,503.08340982383874
0.005978450980332147,1.0166836363143332,2663.912820201014,1108.8297456043144,75.96020591607913,4318.283715197323
0.008089095876773538,0.7799191516707932,2181.8238605496117,7865.8097178199,222.16963924916544,3151.204190038032
