learning_rate,num_layers,num_nodes,batch_size,MAPE,R2
0.001,3,200,32,1220.696736506164,-85.29685322010654
0.001,3,200,64,1220.6967457667965,-85.29685452062131
0.001,3,200,128,237.5526730809721,-3.635570756545932
0.001,3,250,32,1220.6967455660433,-85.29685443778011
0.001,3,250,64,1046.622520172455,-47.76916317757371
0.001,3,250,128,1046.6225202518742,-47.769163192415135
0.001,3,300,32,1220.6967463848534,-85.29685460613547
0.001,3,300,64,374.82650998468955,-10.171481005808358
0.001,3,300,128,1046.6225202518742,-47.769163192415135
0.001,4,200,32,491.3472140164905,-10.163854951390796
0.001,4,200,64,1220.69671626801,-85.29684952762248
0.001,4,200,128,1046.6225184970087,-47.76916302019401
0.001,4,250,32,1220.6967463848534,-85.29685460613547
0.001,4,250,64,953.9259329120003,-51.763358990336016
0.001,4,250,128,1220.6967425115663,-85.29685407152382
0.001,4,300,32,1046.6225202518742,-47.769163192415135
0.001,4,300,64,1220.6967463848534,-85.29685460613547
0.001,4,300,128,1220.6967463848534,-85.29685460613547
