m,m.1,kPa,kg m-2s-1,Ã‚Â°C,kW m-2
0.009952920350500744,2.0063884989696854,11649.00827992891,472.07527261260265,169.5099129367718,916.6350636972207
0.010274423279576969,0.9900613920211033,13972.805773952954,1966.492380609953,207.04126962400574,3197.0960217677807
0.010081981110874464,1.000430584384613,11797.718325591446,583.8905010278478,97.21400515544654,2088.9550203508006
0.01013452055285021,1.9996434089768802,13632.468557586824,826.319666475456,106.23440330704683,1466.71781240616
0.009922987296353308,5.00646960722035,9685.607274248006,503.83398630473084,290.69087097286103,341.52861185824753
0.009920453614866718,0.9785404455231608,13632.938812512597,1072.6970782119881,200.11956624625347,1997.8645208024302
0.009961955536033396,2.992026811197257,9776.025608444463,524.7650749435737,294.50042693122833,529.3633944624906
0.009951184979174478,1.9848320041109269,13702.019420749164,1373.133366233319,112.8210155604747,1950.481856088915
0.009794577586396454,5.002453963575318,11974.916417270078,2910.473445543039,307.50323526562977,677.5188051230775
0.009926744214784747,5.093213522801214,19923.027412619904,1259.4170924447114,264.3513015367276,548.4107744662302
0.010122074048845034,0.9768473123390893,15701.320428255707,891.3176232530851,101.72242440285214,2704.9012812789224
0.009910706556411379,2.9729155404367646,17673.633283908646,3161.8602465193044,335.7712954736723,1116.0472951915363
0.00979031497889389,5.000988562844415,19766.052208213783,1290.440404476236,339.6482099035405,313.8954756905634
0.010050304124867305,3.0109894263549966,13764.942191162798,1841.4063911390485,318.6704027569291,633.514000881849
0.01006068576058034,2.924161405363819,9897.24546050077,4008.6976782420234,287.3274146819121,1334.8520968413807
0.009821907425482947,2.0022558184227432,9747.657885731134,698.1342793621251,187.5576146447382,1219.2064395015077
0.009925800827813452,2.0288881475836584,13729.760857510755,1140.209564343414,112.93114433267833,1724.9052073680843
0.010238908790778814,1.977999421219096,15816.19974478276,3158.1854474308816,340.11199361402413,1265.0050702159522
0.009888261755864096,4.984117497707446,15637.46022669631,1902.1836803227477,324.80945955491467,454.58878897621713
0.010027311050738,5.03468068716351,17871.880742888097,2684.429793919039,337.43389243123585,611.560233294175
0.009886976114811225,5.017006501629662,9887.315761168973,469.06837816038103,206.49897899064595,416.71387322039584
0.010162726235578047,3.0492895880046786,11651.187019198323,698.6601815360318,217.49215692933103,710.8297877947201
0.010053292043669435,3.0395553477482617,17815.029293561664,791.1224342354529,254.71238958806018,578.69347915185
0.009977648531880112,2.9419355148609836,11714.699015118296,5712.2744276553585,216.73863993218043,2882.5311921640605
0.009909254883344414,1.9723207678217638,15540.635031493903,5767.301996537003,332.17995619272585,2041.9929701360866
0.009960212185550944,2.9640428397306247,9887.56263531802,4137.641041935718,210.49121067472524,2134.6072614517557
0.009975649702232295,2.001098009504899,11626.299278776158,2104.8438613233807,210.39436422993614,1830.629981813768
0.009897074916970216,3.0120093158540224,15754.958159769838,1721.0810880808024,242.762878660957,1114.127752854828
0.01008468937851534,1.9989298228010404,13758.50947408472,1485.2069785916824,329.3904947059888,761.4084178317256
