learning_rate,num_layers,num_nodes,batch_size,MAPE,R2
0.001,3,200,128,283.55009718482955,-7.367664861152637
0.001,3,250,128,283.826987691986,-7.377635487013862
0.001,3,300,128,283.826987691986,-7.377635487013862
0.001,3,350,128,283.826987691986,-7.377635487013862
0.001,4,200,128,283.826987691986,-7.377635487013862
0.001,4,250,128,283.826987691986,-7.377635487013862
0.001,4,300,128,283.826987691986,-7.377635487013862
0.001,4,350,128,283.826987691986,-7.377635487013862
0.001,5,200,128,283.826987691986,-7.377635487013862
0.001,5,250,128,283.826987691986,-7.377635487013862
0.001,5,300,128,283.826987691986,-7.377635487013862
0.001,5,350,128,283.826987691986,-7.377635487013862
