m,m.1,kPa,Â°C,kg m-2s-1,kW m-2
0.007972468008516038,2.9596581225546306,9762.120728001013,82.23892924048562,999.5781077088707,1155.8211913779994
0.009245107912449273,1.220980118990833,201.3722984870722,96.1626488503803,303.186150955795,853.5325517059589
0.007950520355466662,2.002429916007595,9777.11472358104,80.25271422870054,1496.1729088513898,2081.461745830877
0.0075163450987628284,2.0871897845095106,3892.8701402563106,105.05520635493974,463.18252824471256,950.578382428334
0.0077054397914804885,0.24676036471505042,6680.497922289366,218.63440436937074,3020.7357529579645,5878.836717011857
0.01008210197414514,5.075669505066588,15735.299248755764,328.21027029547605,4076.5588632264466,971.4184286938357
0.005848952815341179,1.9814872329084048,14790.727727668847,136.75285147097318,3458.156496175851,2637.052383763504
0.007762370941375415,2.990324788340985,17374.40661259616,329.9079855520868,1053.8442250245419,382.74075184755
0.013169877714251103,2.2245671094152866,2362.419532808746,30.575539999485013,293.01206123085353,1010.7038147170352
0.009908913207079732,0.9475782612292452,3077.8684200985535,126.66697868643963,1276.3154260184192,4052.5899300319047
0.010714513241479807,5.891728104571497,9872.013748996418,261.15944648565136,2757.2845561877266,879.839549153394
0.00813064633925796,4.963319513664755,10129.768768771835,212.33860646623594,505.94395408791905,351.02623295129933
0.007851556640391518,5.978508387110049,13596.081702348203,87.64561169430968,1968.5708737518119,915.9850248901936
0.005861571174490505,3.025074115921914,11526.094393980027,178.9658765427418,3356.4696573248957,1424.9658103508634
0.007970213397915047,3.4930633055943914,12699.25936065135,147.46411420093236,1008.7784717444285,765.273948025504
0.005779049060840945,4.031311477416481,7901.774026031767,160.16636029823826,4939.430022517427,1800.242204217152
0.008171105155071702,3.632690514364318,13940.293036711077,239.22699531528605,1254.902353882996,641.1875029560224
0.007973251215571067,2.9874538965464708,17666.60669436203,118.2193795606915,1002.0083867599506,905.1987038056999
0.006093284851244091,0.7868132719887275,9673.74742747788,172.5517052572099,3148.249099822021,4067.0873040921256
0.009993073861671616,2.29886816812278,2119.6084534827796,51.20310249694502,183.99095661664919,503.5975837011833
0.009786205058015706,3.12260273053964,3067.7825950535207,120.88496702356491,447.62900714623174,792.835198136374
0.0038983383418297202,2.085864236810013,2721.5245194754075,58.37150237712671,665.5827339754593,743.7898920347951
0.009364449312980923,3.010317243605823,6704.820460093914,265.78046548260835,4068.102609979154,1616.1693828176865
