l,p,t,d,m,c
2.9770798870715827,9702.999939964895,83.25340657763358,0.008004444461227183,991.0089847898738,1162.4438413580342
1.2274157424622925,199.86922969376363,97.29542112500323,0.009174768335063543,296.5220699122414,868.7378864219955
2.0378699428635647,9768.459017514482,78.24431299683042,0.007801545889615798,1505.1398765873043,2057.5173013845438
2.116119841043611,3957.7831902365915,103.00255006998849,0.007859443582902519,472.61969713697334,928.8501378394184
0.2518450126009664,6874.242393486033,218.97629585896823,0.007878362453125412,2985.670904137954,5905.522264074895
4.909630020425989,15667.014751330727,320.02765898552127,0.009887441476698686,4123.86283307436,966.2203150838894
1.9891532227292543,14704.911930997425,138.33497483338022,0.005821226307915505,3460.328928684117,2595.9800463217916
2.9794131274656075,17454.555345631543,327.4665774814917,0.007863066567875011,1044.800732064871,382.273692355931
2.286438083421085,2377.6207071479207,30.260232397863998,0.01300890991014539,286.9482644807344,1011.7757010030218
0.9603143863716604,3078.7370124015024,129.48579925173422,0.009848612259671338,1312.922741054496,3989.1356124166837
6.027413747014718,10023.344551019349,259.6107710663859,0.010911953621340807,2755.7800499283185,882.3511666695725
5.077698356277878,9997.088088313478,209.6539182352772,0.008123287017048628,499.9807227386663,341.29071354927197
5.910437887757663,13544.180132028778,88.64664261784257,0.00785139123081589,1977.0914319763115,923.302941257492
2.9911342620973875,11732.581554373603,179.03553882708954,0.005745486115552364,3286.5418831055,1400.2383341620573
3.520022374879268,12938.707588614983,149.29554962453085,0.008123638959310356,1014.7263359723609,770.6186667856646
3.950539085561544,7861.951745249069,157.28079942490376,0.0058575729574732015,4938.775397281569,1812.460553257137
3.7111814273607817,14125.133255543014,238.64827435154874,0.007934474490089868,1242.1460651403843,647.6163532828982
2.966856612998135,17452.38483680105,120.30776444579323,0.008061250580018674,1007.5575257610928,891.9965014735936
0.7914420902139194,9851.732900590558,170.8878446600633,0.0061501632417562515,3193.1562069269844,4091.060960019957
2.2726855066939486,2175.5568964893746,51.469429014692025,0.009992221181846552,189.68051867814995,505.4629070536248
3.1162974133900807,3075.038264327564,119.02171104355394,0.009957512019073573,454.87847953980196,776.3096676329483
2.035339159230511,2692.0449049381136,58.1120970767768,0.0039438359331453975,694.2380211725674,765.0249863956644
3.036514303606869,6921.832872319204,272.88859753523104,0.009225911422708616,4072.220278562614,1606.3764606886064
2.9829594783347457,13647.193090337953,179.01539244092945,0.005824866151865329,1484.992417732469,815.627344970437
1.01039416561811,7800.217791891417,121.08215103863004,0.011211118651035759,961.3116016239004,2932.631336632638
0.9884753625090313,6883.251178372262,277.3821977213345,0.008052561730522325,2020.2151318326635,2508.1067271627
0.7958420983193594,9818.789565167108,51.20755482923507,0.007925168250611002,987.0746170056063,3327.215810157457
3.742718680124454,17908.583647089315,199.37624608900512,0.01044633022606205,1724.800586557837,1114.6722446456959
2.999928436019431,19927.415332169854,349.94449215219055,0.009968487101880197,1745.8429889188997,634.9461438755392
1.9809359944408482,5873.411832935053,259.9841741053417,0.010693988676708422,1489.8118415334318,1766.5355752761338
1.9904292750080372,17483.360876238126,77.29169036979661,0.007918549945827786,969.3536447085252,1370.5327902527356
4.9124701306158,13926.519370307504,330.58769786454667,0.008220504415953404,2037.6728379681172,381.2107271088185
0.7868747652741852,14935.273152375223,305.9896218864008,0.008051000339475948,1624.1335811265783,1403.2938788143645
1.9955058716475051,16174.892576922997,152.46500707980323,0.009916657517814115,2538.38189721656,2906.658709054773
2.030252850373901,3034.830734943641,49.86193160753952,0.01308536890233322,857.6439167042529,2495.5535989428395
2.006393790682762,2016.2948109901495,194.04560761116556,0.008192821230974121,503.9385977890043,869.5548945137683
4.03273200310749,13579.595512290565,323.12858544299206,0.005956842240640842,3330.6835621703317,555.2397607062226
1.5988102242733129,17362.44195710989,333.73156088444233,0.007880660234023649,3802.9438835524606,1727.2561812019599
2.9976493623205562,4917.578592177848,123.85530885639602,0.010159697052658206,498.1641883011079,906.2036683656412
0.9857594033508286,15368.200263121236,122.11601829282432,0.009996234953751525,1181.4365231405866,3102.555329147333
3.6874165466277917,6774.954648270768,236.42131246124322,0.009242384275247087,4083.5884424227515,1708.7908853812517
2.018918354068571,13945.30749196505,111.37618238349025,0.010017453740428563,905.9708230499504,1455.392904154618
6.088435078471,14676.117322638609,283.06471313264245,0.01491097412626797,1415.7128594580167,575.2129528098876
1.423323467847228,3010.2297138086456,156.2107875189797,0.008100995348631,4069.0173077753284,3825.3963618374496
2.0304012689170743,11737.880710114865,259.2432541733733,0.008082614757195114,3304.397737323583,1595.3060883597464
1.6118026108045742,14811.324235386764,246.49513649545176,0.00792116142680464,3171.1945762735245,2343.6636986943017
1.042207536903678,2601.1711616772577,97.74525882046905,0.009751521504402725,201.11592005174026,1030.1419823029278
3.4795046735802093,7780.272431030356,126.17293487533526,0.008007834167429869,991.3929985835875,964.4026258866184
3.020103374808461,10043.555928318925,64.2564100003952,0.007833833644781114,1968.3444486764633,1937.411888135354
0.9129298777186405,10227.066439892276,115.63307720870908,0.006310470889639405,3626.3761421162467,5355.85559647493
6.0635202491746,5025.146016062664,167.08445606517765,0.007993817939716662,1523.1289837628774,731.4527235320014
1.5661070834710142,7966.58305143337,224.53694744137206,0.008013623424708667,3195.9889524186033,2337.8299154620804
4.868830079433217,7010.076844944182,189.72509366289842,0.009972992318399007,4369.273637830307,1909.3067102146915
3.013120429972761,13930.581822285685,314.3982680910731,0.01007816527965828,2124.865919537627,731.8053565510982
2.045228690641724,2040.812755660663,54.56737058644463,0.003920318132988376,1922.9155854736866,1405.9510341320495
6.012741353607703,9753.915742051437,230.50155934739982,0.00789868301968001,1947.6035784943183,567.1757145879111
3.6436600791649436,17379.00727914241,348.0917077247582,0.013321444901293906,2047.2236865025045,683.0584337743085
0.7884098480969525,7794.974829135012,175.85061500361653,0.008063893326344796,991.4835298038281,2690.271168654947
1.539281181918838,18050.673797951116,201.0682408676353,0.007957193677217658,1626.3784113497236,1700.339992141983
1.8085266014458832,3006.805385037409,198.00861611822114,0.008063806102431143,1983.0742767941938,2047.206903285479
6.936227908597256,17837.157009689436,55.706042662489324,0.007665237471243528,1517.5077948567466,715.9719751337497
1.5219777553897114,691.2310068579632,89.15624238573123,0.010037318971593824,683.4891687560876,1530.083504028067
5.018839111855068,13849.267289733207,319.5831943837173,0.009960290037384988,2251.254866290518,500.70721200522536
2.5758428521962617,14782.605617614245,180.74264983823522,0.007785718743465084,2777.1753674806882,1909.8083418113101
1.6683448489960027,17584.844793070624,331.9508314392677,0.008041360067627205,4015.3011062529326,1754.7070521473174
3.623060612678651,13732.324332971762,319.2279219922657,0.013507541169887073,2084.2214689348016,787.3426673700485
3.985174862067581,15744.646405219075,263.5191904866023,0.005891981273802373,1496.8227138085235,455.3404460619883
3.041974170576219,17938.250040706767,261.3653908684056,0.01010937854922094,5450.91456591229,2971.497065526862
5.072667970014582,17610.128726486128,337.00914181738193,0.007927922654113987,2646.4022204399075,567.9239386631498
1.6033888240361847,9732.675703115121,290.1278540944465,0.00805464879066047,1647.9066691219448,1340.6182017255628
5.915464616194603,17424.88523779884,199.69694137874438,0.007767830197488547,3913.762550489831,1431.993638599708
1.0063352221962545,13691.323165501133,277.5410528255816,0.010822698474918431,1009.5555491429852,1425.0397835500792
2.9840473299143544,7088.008493906299,259.28168446682406,0.01019554772596511,3067.6970152034764,1499.0544639051711
3.653443766801625,18389.177335795506,350.967614782731,0.01333384514318062,2025.9922039565363,683.8184769209029
2.5189249810894725,1482.1017058243594,32.18223699049729,0.0131245260141316,348.744497365622,1005.1780870157588
1.9062808192441543,6909.658663656192,273.04057254302177,0.012651466236042179,3758.2534546816037,1962.7218339882763
1.596887408766804,14524.932720663346,326.3070620671463,0.007906432611063106,3980.9989284559215,1575.4092938974416
1.2258880614150294,2901.981412136226,37.61047049718205,0.010060565070128744,101.43457427916594,502.464316394521
0.9814914359434507,1138.8646169141678,76.7317548682953,0.00603806862399502,2616.579816166504,4391.1845069369665
0.7743625666777407,7903.038991322538,221.99808085790303,0.00785921054917667,2186.20411315014,3173.263653320526
3.7302964709377937,13926.134138421306,238.76112908721436,0.008135067284179256,1523.0583808107515,745.7225934688487
3.9666203983988777,19786.13640219643,328.29271807339234,0.005743921659753791,3323.8611865447806,745.9267700776519
3.007194507278223,17514.28123313347,143.5161206408282,0.007836031399717749,1014.9502179714249,845.2583001319272
1.954137063527073,4891.5575445528575,226.20306147090486,0.007943142819135036,1566.9995670690364,1740.3921303623827
5.944407004845186,13835.695506557082,324.31571882126906,0.007949228669846712,3021.774598651218,442.2312719284951
3.0232458164848732,7056.188691780665,248.40895608140804,0.009433134015612573,4139.961017639279,1868.1361192391814
4.992272991055327,17562.182009704542,253.5066324397283,0.00986339152574269,1493.7829314836192,615.3230352140599
3.003639833060848,15885.534359461093,321.75791653609184,0.008014858893790111,2065.8018619726536,633.2599611363368
1.0066673799967973,14729.394300348034,297.48109910780107,0.005803783319253559,1494.921605889122,1098.9956698016877
0.9878969395540493,6899.434693584624,175.4938535100696,0.008010004565651126,1013.9411787507852,2778.1122341392625
1.0028318543481556,17228.899619844065,118.56344430911848,0.007921687622649574,997.2744285362907,2059.2977542492276
5.999536308601108,17439.753514540153,269.96062355636093,0.0077385949121331786,2002.9481417047848,527.9555767577966
5.978481842249214,13556.626970798567,199.86668074862584,0.008218040532462648,1002.2761923663123,405.89980059662145
0.29747829832490547,100.01017265064512,10.617888995929599,0.00609876472168728,25.643895954389944,282.5786836520739
3.426583873728465,12875.36322410294,187.77867322508416,0.007904016609835939,1989.0683485792572,1085.4508731974793
2.0040998551050775,16010.956468287868,330.43697150393393,0.008156181970898128,506.6832149093056,366.21283668623647
0.9947684660466576,1136.4311126120244,72.93656033515757,0.005960478502205905,2538.196708153773,4126.352631424539
1.0060125120144692,13785.728892611854,107.34439642086012,0.007896055422602638,2029.8585370556802,3969.1826312949
1.5227255633130587,7975.314195664913,94.22323531082564,0.009856313137728149,279.2207304914158,1033.8191661547994
0.9900918126305137,904.9551070475894,86.12352177502224,0.011851954914020645,100.0363412208839,591.982655288332
1.0007984733867734,3023.4045221628694,48.833298858811204,0.0060964242410208175,578.1035689975822,1967.9897257469115
1.0052346678681343,3071.983296913261,31.540090849773403,0.010125649205195666,159.43505390100358,989.2228739203467
