d,p,m,l,t,c
0.00792239681408323,9737.301152119364,997.2376673659031,2.9966241101855893,83.43584497718226,1168.2854089515547
0.009186301229026419,204.13551280048904,297.0138155321789,1.2253149113525612,95.67803957484536,862.9112957045696
0.007973620880641241,9822.421076400018,1485.1556849456802,2.01368829481988,78.54051197171435,2082.786769644965
0.007821781430080974,3921.4776841240705,461.79587618381385,2.112538770293564,102.04732612519905,948.654130679682
0.007707630685830225,6797.002019949161,3010.466864970308,0.24431684934450065,220.54931148419834,5911.802682281026
0.010038132660962039,15870.314676062217,4089.191714249389,4.9494015649720655,321.2751018769636,982.6734306500226
0.005761193821177273,15012.602240352331,3449.8751016525134,2.012484754026907,139.17592086503723,2607.8641019017355
0.007801477265265208,17576.969507447095,1054.2821258488336,3.004464736457561,327.72636487242477,383.8872025560655
0.013096987212565931,2362.1254395444876,291.5073697420085,2.2287099362234124,30.400867430701613,1006.9381101420622
0.009889532078194223,3076.217255816859,1268.794416567048,0.9754060975384949,127.63773504300025,4011.4831913689313
0.010903234776973766,9642.010696251205,2777.9013309004013,5.929469161569449,262.2068527303026,872.6364195625508
0.008013698567021896,9958.842081125302,503.9752372086427,5.044261119864965,210.58427413758352,337.8517575633678
0.007676328033004971,13603.189165388383,1983.0402088377057,5.930568522809151,87.84848324463684,920.0882081216703
0.0057547621754263185,12148.584192180064,3340.942186831705,3.043857401307225,176.9849371011814,1409.4083715096656
0.0079493264914067,12798.010144914966,1000.6564444584558,3.4928398901201994,150.65340895231787,774.5372572075416
0.00585344624384299,7738.358843876782,5040.7815609561385,4.089634333182104,157.50107928107093,1819.832593640731
0.00809701248610831,14267.290726798326,1244.0674843184322,3.6228540169738905,237.28877583298762,661.3514459456567
0.00801803160978487,17280.270092228933,998.741737801681,2.9690577365995656,117.20250823963445,885.2430148830018
0.0062015771247733486,9550.627711115543,3130.6618857316903,0.7967859807614528,171.57842509744728,4201.116480031739
0.010258506754470207,2138.705371993098,187.55183550128393,2.2704706089743376,52.04726035483443,505.6045228736347
0.009910367325708484,3057.5371564178195,452.3417810817033,3.1745895079792277,119.62779165663443,773.347305412309
0.003940727936610729,2730.778230901745,681.1664307824396,2.121554177557962,57.79520044890221,770.2129622880758
0.009388568429363937,6825.737058061725,4109.929911093905,3.0073678185521193,274.0602048596257,1614.2176061866458
0.005899343206711112,13647.891387741753,1482.7171064881068,2.9579836538386437,180.93033535636528,811.3797009929868
0.011128502545365206,7935.513873071251,975.7549782208476,1.006326644082506,119.21212816201371,2938.9347423781987
0.007924340506663304,6830.698228655062,2056.7642976950115,1.0023467130182915,274.0103697016585,2511.6466133659765
0.008247893973398793,9911.809068874833,982.3321163437568,0.7875806511681324,50.851941991904596,3339.7551080861213
0.010493723801088322,17573.041260488593,1689.9371066090362,3.7843736625901245,200.01757305833453,1121.8127513521822
0.009994112351171053,19482.906357361622,1742.7698368889926,2.9583015688372374,345.3812584769872,635.8048325079718
0.010908228573975328,5810.248503830132,1510.5231253610634,2.0369993522897376,250.8173979635554,1779.820756471197
0.007779512296596338,17420.54121949239,978.8985564736598,2.0024763535121983,76.69376084412538,1369.8345047976866
