d,l,t,p,m,c
0.00789777348021561,2.953911147542691,81.70526908386395,9841.691437285794,993.3829865944226,1167.229293032181
0.009232716900211616,1.22278710028378,96.08082797947927,201.2132273681499,295.9563038722015,859.131094083885
0.008083060811342852,2.019841868833122,77.42569955578284,9750.526036297972,1509.1508660367267,2076.5348632569962
0.007939299833861031,2.0944816759389098,104.18292122813496,3962.9372965348825,463.33233787352344,907.6329603938156
0.007889487979037837,0.24903021826491242,221.86621513228698,6857.292422458712,3040.409139649232,5907.6630993808
0.010179609400977787,4.9439296924918645,322.3763519081635,15574.121113261861,4155.772837212152,972.8195240480695
0.00572228781850726,2.02233743273053,139.77242124136413,14602.097102654376,3474.988987971492,2627.702495498638
0.007899556043677394,2.9993253489346494,326.1109242098304,17662.690974499168,1038.3722252566122,389.2572918017973
0.013033109408298485,2.2571058646957973,30.27516195387905,2395.111705367339,290.1542880100667,999.8392951619027
0.010061479220668024,0.9594667959827914,125.08928113060179,3072.7204870687065,1283.6061074599174,4021.6017734424668
0.010812517255463075,5.905452670767371,261.5240840081903,9907.650534518012,2771.115278165862,877.372176659116
0.008122577020070116,4.965777019198213,208.60133594148093,10053.774093733236,507.97055618545426,346.6969660893945
0.0076857402659431095,5.930406637706489,88.2793303521406,13745.695875696889,1996.0726209073437,919.6599458901322
0.0056554211415131865,2.9898508185729047,174.38653958188274,11684.893607063868,3341.2239055156724,1440.8825187979296
0.007996227166479214,3.487477239326202,148.41471650743387,12810.656511205812,978.4650051584034,760.0418513368047
0.005835170850250229,4.0133951673667525,156.89113402126614,7795.571783834403,4990.506884792381,1818.8193232082144
0.008156828109124449,3.6285574116407497,236.80431048035626,14012.99618366007,1257.1702636697298,651.4986292777257
0.008066664533794937,3.0365462088307624,119.25971116253791,17680.399502652686,1010.3247243759281,891.9591447026655
0.006094968946981669,0.8044857904522904,170.77610329111485,9918.864855283553,3255.3309453496195,4131.808837987521
0.009977546260294571,2.2421840927179435,51.68596378040943,2123.841723752396,184.6008280596859,497.5113326442888
0.009924712649892897,3.132689419723666,122.6738534576574,3085.577920935958,451.0335212998216,774.2133015549202
0.0038973382215830273,2.0777044079394122,57.57332769555528,2726.8694607243174,680.077537476767,753.6931285994436
0.009159460005166447,3.0304668514965973,271.13548397916213,6881.228122164908,4070.620826432608,1632.1604211637427
0.005856180967796898,2.926931897506173,176.4749779576949,13731.202696708051,1492.927756999498,810.7857097823635
0.011153971289929001,1.0013013590708653,119.7313109968263,7879.646718266795,961.9077199881488,2925.1119452396497
0.007921183625830988,0.9980129549407625,277.4243692201364,6867.6066937557625,1990.2585025085837,2482.6146425761062
0.008065677401186747,0.7822033365686124,50.366855639660855,9711.34804828975,997.0761691806974,3374.65572597882
0.0104172133211111,3.7576626547217686,198.88136072486552,17682.073055505356,1698.1794032262776,1112.3260890761608
0.009880000155816412,2.9973169697908277,345.85230688012,19452.071834125763,1745.9914415843796,629.225061272854
0.01066526694801564,2.0001564038086097,260.06329581953077,5801.767670241104,1478.0849955884119,1795.7198991994806
0.007906911995738584,2.021253509614596,77.02989898450494,17624.795281577495,983.2770453699968,1393.110554464042
0.008027718929569069,4.9470926610961,325.0262852767161,14164.672607837167,2018.7930341335202,380.1495085690213
0.008156332616880717,0.7727730084937942,312.53017415917077,14819.82544743504,1586.3641392218694,1413.6788334079497
0.010116636891469976,1.9903414260662935,152.09838115213108,16170.148505720743,2487.3392523287116,2897.7346717848313
0.012962543564716256,2.014287165708104,50.099244676365,3024.9227985692,862.130321204249,2531.639750337827
0.008205594253900918,2.0019655537378087,195.00997433979578,2006.3684157253983,510.81250892077475,873.472377612469
0.005895848902835199,3.957486014860287,319.9603032403126,13538.777339900324,3408.7680954236234,546.6929214438455
0.008124113602320931,1.645636019274117,334.8876039997686,17649.267412954738,3764.821683446829,1706.9979466376176
0.00994818632834874,2.9983107262560504,123.2750328584585,4975.783331644761,500.60839852307004,908.6377605563695
0.00993717739116376,0.9742601472626394,121.43024573953103,15755.790370638768,1177.5134056359461,3095.0967511487243
0.009140697906856865,3.683086620461896,232.8610709378179,6861.9881833252575,4138.5407135532205,1711.4604103179101
0.009896622058116679,2.018769359349143,111.12602381564356,13501.57679328039,905.6411258727404,1454.8153674898342
0.015322830592073733,5.921146809242471,283.9236239727718,14822.530011497707,1423.69595761712,578.1991945916312
0.007867074403783338,1.4325046359309297,154.18247855169338,2959.5869024391736,4070.7243988314794,3788.3650381729663
0.008114377782315645,2.0073897419328084,258.1197929337115,11793.702240934446,3316.4481483658337,1612.6462035936847
0.007945834417809468,1.5934769222769012,241.3159018937625,14752.997318959759,3152.6373534661207,2325.106792938324
0.010032048677433682,1.0481657794873755,97.85242964558155,2654.3262552066312,206.77160797755752,1030.6908711891178
0.00793575888307771,3.488942271712203,130.35423597693813,7968.654139081661,999.5310537845621,971.1687614836658
