d,l,p,m,t,c
0.008007174037941135,3.0688061661027346,9777.324213161799,1004.348387112851,82.28517527745319,1167.4569359772606
0.009197420173885043,1.2138173555977,203.64344777688768,300.0811924758314,97.32394487069196,868.0420618642165
0.007917265936341015,1.9546173996009317,9876.385617458656,1500.328151588747,78.20370440789688,2034.0064292121492
0.007959115187723641,2.0496500918493985,3940.0094135783265,468.1856185257526,103.81284229250899,938.5229394878395
0.00774127461972633,0.24640707808893908,6924.671304416548,3005.7997065024097,222.70694566361146,5720.360724743838
0.010041150631996338,4.924514767401752,15912.402188484131,4083.579209788237,323.7101494478986,984.8900916046015
0.005823637717834536,1.9934892637802168,14842.750287129242,3412.3158631801634,136.53195954118067,2640.2816656027385
0.007852206902352984,2.98833221568206,17709.792462354693,1047.8902781258475,328.20456419288405,389.44246281539927
0.012952174575019595,2.226097275936248,2324.3482594723373,288.0738371812528,30.94944142741315,995.17405424647
0.009824019075463986,0.9589475112232827,3106.523822297495,1283.0023808207277,128.84547653693403,4001.4908352211073
0.010752843989415856,5.972299788389993,9950.517882122136,2755.9918395764394,263.6843648580621,886.5297138107151
0.008034676038475096,5.065233852353092,9990.731293595272,498.7227142273733,212.81548963565368,344.11743283237826
0.0077367202413675135,5.997672361805312,13907.919545670837,1993.2873156655692,86.15471802400987,920.2315005743789
0.005732340920320415,2.9838919525879453,11669.086826276178,3324.299525216332,178.62934888521636,1429.2811255311092
0.00799548361072484,3.4794731165869943,12713.946784211532,987.3712870351604,149.63533132439957,769.6551461151533
0.005879635702481234,4.000511333080227,7870.559643034909,5013.658208634353,156.7584854490061,1841.7942017120663
0.008079695658539459,3.6222214732501117,14115.304592569677,1263.0171372793386,235.76416255510122,644.3809576382318
0.008042068174235304,3.013186480800937,17472.319207640052,990.0481562699273,121.61048782294503,899.0730738901583
0.006053211507344521,0.7737873372802532,9798.764789033554,3257.8199372265494,173.49751895422966,4097.453930678
0.010160614445436856,2.2329595979773247,2127.1646504542996,185.57463347292205,51.41120707149438,500.9702608053349
0.009899561307552946,3.1048365061777448,3062.047900855374,452.1663421299667,119.37073420226852,770.9462308974854
0.003935497296780321,2.045897491984152,2723.01352282995,688.5125400951558,58.48838910189835,769.031273505671
0.009291019859111963,3.0575881314563027,6877.4557446696435,4098.41810687894,277.193980290515,1597.1574179252475
0.005782470043349085,2.9293025042854772,13845.2514586489,1495.22893805396,177.0481634188478,800.4668287161735
0.011160196657510302,0.9923687771952989,7865.933737953385,947.6986574166187,118.58314102579725,2964.9197503050596
0.007890877899099116,1.0099782328843774,6882.007974330192,2001.8669255813586,272.0321087976769,2525.9895263656467
0.007941429322745682,0.7995398700165418,9795.539597672263,993.6088897349109,51.77773373548908,3354.378226781202
0.01048244504925882,3.801912150957892,17678.183086807476,1697.2379244895712,203.8619521480646,1132.6690566386933
0.01010080434381561,2.9746155865186714,19575.349191890582,1747.1513845758652,348.185873508355,615.0210954343609
