p,m,t,d,l,c
9859.774305451876,1021.611835607114,82.07134416524312,0.008037098580134626,2.959927209293907,1157.1470635891076
201.3363875039328,298.3550270095451,96.2857780355891,0.009383493059021754,1.2107350572681819,872.1346765330981
9611.597006784468,1473.2819691045893,78.9223267060174,0.0078857599004725,1.9926900975922852,2086.6349517348735
3941.3230844832083,461.0035725524722,103.85177981726227,0.007739802161830763,2.0400783445007264,950.3486769927737
6792.96508163714,2935.9913600611067,220.7840473265212,0.007785962511347362,0.2500733131307205,5898.704684514607
15741.998240156472,4136.052841735029,322.473020780581,0.009941011834823056,4.952921140993272,993.0848537850252
14544.203528896753,3423.28634728326,139.18071456753773,0.005796875818845762,1.9942696355556204,2640.099625824186
17276.00931979418,1023.4323222320174,330.04306555769836,0.00772759360337587,3.0171467914229146,393.6390871936381
2401.9538687191475,291.1129464972229,31.17812977093115,0.012915607018414826,2.261565227665823,1008.947865834689
3091.7082789974465,1290.8221491828856,127.10046481790224,0.010074210328106474,0.9555980977761225,4058.169606426515
9850.782429771165,2793.847781908239,253.9435315791418,0.010803168794768841,5.997359608058945,871.7876141947975
10026.137703552053,501.11896006309655,211.7814634200784,0.008226569563071488,4.987830106231364,347.96056320093084
14061.261562222648,2007.942211464435,87.56155168684926,0.0077929714807695675,5.972608461888576,910.4905457015768
11466.54533096348,3323.9326485802003,180.48917765241785,0.005833715018137906,2.989153475141649,1424.0792855625505
12708.265539283224,1007.8797766888338,150.2527925076213,0.008048133882148477,3.4491298427950685,770.1446047808917
7876.547257996988,4919.577163646853,157.50587618668825,0.005826658141410937,4.013954592108892,1839.1304485197554
13762.206741863622,1235.8150823434833,236.03802006606622,0.007899896982695737,3.6346401571100833,645.3786804973018
17672.58210984487,974.0934018264672,116.58492584327091,0.008047367333670391,3.026171627702929,888.6084612345536
9926.397148004953,3146.4393473344676,175.42372399341698,0.006062817478821348,0.7832987606227225,4049.3204582499307
2115.2149390042664,187.1712996779167,52.21118519478786,0.00989662963598775,2.2308413887367453,501.91472449077537
3070.7725353743276,453.6471695101658,119.52800307817422,0.009790695986697288,3.102374291253315,775.9982673441829
2716.023442204762,673.0041069598323,57.972727812066275,0.003901758389751105,2.0965028198958726,760.6042969483071
6726.284662226964,4017.4464830117445,272.63538601771296,0.009290522371866984,3.0336074909270048,1650.9754121869175
13617.902613585828,1466.5226099235226,180.241882494243,0.005748748858398123,2.9949651450781998,805.497293610628
7850.625694072767,970.6443154593816,118.60466672683043,0.011073509020050058,0.9932595693618058,2984.6520146572952
6773.716571797245,1995.6544000473173,274.3851318380406,0.007998913886236364,0.9765986482214905,2515.3024818933045
9710.694969369726,972.7698234057352,51.53738279682701,0.008008304695439703,0.803610804318952,3284.484820939912
