l,m,t,d,p,c
3.031785864008125,1010.6963208715508,82.54774726853077,0.007956014862809085,9623.907936508553,1149.1630636402497
1.2184903570922883,298.6774517343043,94.97188263708307,0.00925493297478398,197.91081500212127,866.6144944319649
1.9608500123446881,1480.19867468125,77.88323159310804,0.00784797787810535,9763.977272598599,2070.0157256631437
2.087657064055831,464.6553916848351,100.75152349385202,0.007692232741037117,3920.3341934965215,935.8286838391871
0.24964468502793674,2954.0365104499942,220.14896833307625,0.007825859305227572,6795.339591525693,5843.553735654764
5.055616952706986,4146.950480660406,321.8521003293628,0.009834351001478638,15630.848420476637,980.133042146128
2.0097092796322573,3452.4565269174045,138.98855783964112,0.005797524364892039,14908.018722148592,2605.8309997184365
3.0079832361113,1049.5610315354595,328.7856892738982,0.007821499751802135,17845.32579032001,384.58207992263146
2.2455567839529937,292.7117875301998,30.119695950034696,0.013225368724921797,2358.3668505656083,995.4830639983214
0.9575014457377797,1281.098932940564,126.99652299864293,0.009967139073173465,3067.944020636701,4059.092507337816
6.068334517368477,2825.7562414692393,261.6951016059475,0.010748825695042697,9787.395548230792,864.8551119697046
5.000814944336432,500.9530892006161,208.01594361821296,0.008331522563171595,9812.739679297538,344.1780845108046
5.916801848906842,2000.614104485298,87.67367057984765,0.007664979071146119,13885.081013304743,923.4670794257764
2.9750846629701795,3295.2277562955715,176.1502873662018,0.005727545627125968,11686.0691871024,1439.9213971644858
3.4648851640818483,991.127249960068,150.20734646619533,0.007953488424948394,12586.766306357838,760.4267488327532
4.037537365883866,5031.839124831293,158.77240758500128,0.005901941556870652,7751.387102696684,1827.0827555958392
3.726610769199548,1251.10811795887,236.97559537731686,0.008073897937924105,13711.16639344502,650.1164441576657
3.033109713543477,998.5490171248932,119.02564421279064,0.00809316741998638,17679.077595489038,896.1784497005552
0.7901244095773321,3194.117507846609,169.92192273509787,0.006108184484700919,9808.84013599731,4158.805027361402
2.2321241090587427,186.43985970994265,52.08955442154388,0.010061770212240966,2106.449514977133,509.1669099958669
3.1040781414143654,446.4840138080519,116.56512636408306,0.009889121170483175,3088.3963860745243,775.9183503014511
2.0585597856622475,690.9315265809652,57.468154277970314,0.0038915949713467027,2705.664025930787,757.5896008619769
3.0594057436578717,4020.4768186820356,273.4680191008217,0.009277097478474454,6912.082358626476,1623.1092060973276
2.975902704365435,1484.3113374805534,179.1805396309801,0.005747283786381614,13779.456753062304,816.4166639133578
1.0140646339380472,950.8842040361309,117.82790931708975,0.010977321799256565,7919.476150437424,2972.985988797759
0.9945116188471703,2002.8508229963259,272.1721788931505,0.007970955482372756,6901.685698567367,2507.5445871037487
0.7962783008651002,972.3805312893193,51.407575511667076,0.008066276735655149,9746.901030337714,3398.1171923748916
3.8614736536612813,1692.2335776878751,200.56182746441237,0.010395778993120702,17757.025693136682,1110.3570951269546
2.9979982447067948,1753.423542693758,346.5530727224933,0.010136446265150856,19871.765649636127,627.4046010183528
1.999269406898048,1532.8995914120303,253.92602839790518,0.010844525466167446,5893.634857892837,1770.8320551984928
1.9645284571402069,974.2195855787601,76.75288030399,0.007973332280142213,17553.89975207741,1404.5139716178296
5.048903379674826,2000.139929071041,327.8726846444542,0.00794934841500558,13880.23451016731,382.80671344341147
0.7756794161461587,1599.9918328938504,312.35952351337323,0.007983663017782494,14860.64147828574,1422.4100889269089
2.0125418443998195,2548.481290423086,154.68008271519395,0.009996787301642043,15913.849365880411,2925.2423360373987
2.020041128212539,857.954178732442,50.377064530224786,0.012868870456285824,2979.8918231077255,2518.884305398994
2.000664223617667,505.85357367500507,194.70827288175502,0.008120517229008336,2007.6753788151937,866.9767799118994
3.9864948038536987,3343.5422620334734,320.2120344868678,0.005811585609859276,13704.344549765037,553.1679791971421
1.658310079077422,3812.747685473781,334.72151250666934,0.008043831725637853,17635.04262128627,1730.8641476575594
3.036732012536089,498.0718383318649,124.10749052457973,0.009917194536345635,5002.360187518641,926.8311709799632
1.0015018419385382,1151.0077717779823,119.16283341582294,0.009948917695499963,16056.13989923205,3149.518816359556
3.679867691499848,4110.719144064135,236.26399226174138,0.009301824752268052,6822.286997215943,1713.6406833372373
1.9840527378551356,887.1194148792886,111.99657130746536,0.010036855482220178,13763.683806837204,1489.086289291748
6.023160902149343,1411.9062157508074,283.7328258614364,0.015030679049935837,14676.02647157557,582.3331856953739
1.4112526347050904,4054.27249562178,155.751327319443,0.007923811146635481,3012.453536013082,3755.1989492930397
1.9806402780228622,3263.1522076344254,257.74350039969244,0.007998079746742846,12001.37536531504,1583.7915309826528
1.5836211483258007,3222.4757595932424,243.09196903829763,0.007938446061139637,14511.4513773418,2337.854662406903
1.0433361105309873,204.29567992681973,99.3348882767065,0.009946386494206186,2622.353588467202,1061.3908273334873
3.482758187387999,994.4614783903799,128.1376641404668,0.007932525221842356,7907.876549863524,974.2129675903641
3.049756502258152,1989.3469330685668,63.95594201632778,0.007784937480772012,9909.875727080705,1924.5500725304278
0.9153003309331073,3625.9542174033327,115.63455118084786,0.0062754689595910206,10380.910949624935,5333.879222862915
6.008806619433302,1490.2158211834073,164.21738232092477,0.008040804002378912,4959.064630094611,733.109286147789
1.5886098523002068,3127.023660453298,226.50310927153564,0.007940993686604971,7865.767931234966,2350.7140634774614
4.959359543697516,4279.7632414776635,189.46906074272712,0.009837844499431666,6907.556804595153,1890.3178942056652
3.0141780076451536,2111.081057900136,314.09009876558457,0.010020563239210672,13865.670108245677,730.1732869300056
2.0867879057134906,1920.0957346890962,54.22894348023855,0.003940669573839419,2008.9985361588317,1452.4370173644045
6.061554865801139,1956.2380758031316,232.4000890002561,0.007761108120045389,9848.927194253409,569.619892470246
3.6350806272708045,2068.4909499839773,347.9105692098915,0.013584896815281154,17345.097024536677,676.0639807819398
0.7900589877375588,979.5740920129863,177.2035418559971,0.008007647328737552,7844.7802755014545,2680.3301882703745
