m,m.1,kg m-2s-1,Â°C,kPa,kW m-2
0.007940657468853128,3.050768896118352,1008.194832209668,82.40807214690376,9640.194626822497,1121.029833891583
0.00932589555253559,1.2160922618955063,299.0848727273901,94.9415208310674,200.86109742183575,849.3427273941026
0.007979107232306989,2.0489486274433,1498.8043408897634,77.25476438627368,9813.101850446863,2052.319944875324
0.007756523572166124,2.0979488141308438,459.71813559627935,102.38674193729007,3949.1787607635692,946.280182930333
0.007971995762038674,0.24802054496749795,2958.284568407771,219.70435003484252,6796.665206030077,5949.207745193686
0.009912231881833631,4.996603916417638,4086.811877011055,328.09675028049156,15717.601230918426,966.2452543697087
0.005719705261995043,2.03432484714832,3468.7437387982022,139.07174787934824,14936.973189880015,2630.7539274065794
0.0077529674359792565,3.050584489659655,1053.0887193846825,322.0509384295094,17828.03258718542,385.52047059867806
0.013060418936696664,2.271333560208881,284.05479003234444,30.59551560152868,2363.5791958322884,994.6480764602766
0.009882633576116883,0.9526009358660827,1297.122500574093,129.75912014458984,3100.3848593536327,4009.0776267004467
0.010626301895981696,6.006752924386956,2809.712117969261,258.9567669724646,9801.280764895857,859.9366251628387
0.007985530604835851,4.989171388834222,498.1959885089718,214.69529190840714,10144.060774236757,348.4070335794173
0.0077063038099785194,5.889735544388728,1962.9965950304452,86.46386611651519,13631.616349545597,928.5472295058179
0.005767685351205836,2.988782798344588,3344.9884415768834,176.12351230568015,11980.796664354202,1392.812800549736
0.007975940449116729,3.489454098142568,1002.0673897227281,149.6286459335703,12644.569002259848,777.6868482792546
0.00586611352651037,4.006090102600113,5003.599871353264,160.22681672863342,7954.832970451051,1829.212629706094
0.00822127107344279,3.6104112636670767,1253.1128223138157,237.2646221067384,14226.877413672937,660.1167630612492
0.008007102216055587,3.007119872590261,1002.9220906665186,118.66516233003367,17765.909860297987,882.1884664084741
0.006099448914701801,0.7864135924909067,3198.5197560373326,171.36914653087786,9721.932690041365,4112.572608726513
0.009789519330177193,2.2569745394548,187.28968173286128,51.0083306557749,2139.797739952299,512.3086128785077
0.009934539190245211,3.0518347833190473,453.0281074680113,118.66931963860688,3009.45404188501,782.1158941299932
0.003943987360598541,2.047561359178318,680.4040864967905,57.96029201367694,2722.1588366949704,757.760537829206
0.009246639029252398,3.03280455993915,4031.668590865546,266.6886460567781,6902.786202625964,1664.2459172593137
0.005870589175002234,3.016409817827796,1495.6821359175601,179.27227406707527,13555.835796687488,807.4270632885315
0.011057583854255862,1.0069549297894986,946.5777551542681,118.25637868451828,7860.17790571311,2940.544887527302
0.008026611420339213,0.9826122363139337,1984.0655104956325,278.46871274266806,6789.24987616852,2529.0154263172426
0.008040840184947277,0.7784911503603472,973.5547661334043,52.09421269299589,9579.241833784372,3306.054150869196
0.01038684719821226,3.8328551219881715,1725.2084502377138,203.36850146182542,17675.096325277555,1113.8302876407536
0.009977025717548136,3.009437484346579,1735.3594327246944,346.93082194409277,19397.479552437082,635.5852446082114
0.010795950654494414,1.9840220428336706,1509.3316784438423,260.3270917847331,6003.837129350316,1775.280340920152
0.007869304926653688,2.0078939046810764,992.7068670209613,77.08007917768612,17192.865687431873,1380.5008626134832
0.008025634174359992,4.931603939783787,2031.945714230156,328.99472573036604,14045.571973856624,384.699172550653
0.008011000945706913,0.7831700816690996,1629.548694156842,312.4573684295758,14910.858813465464,1430.5603967254208
0.010072586014070852,1.982864657598758,2477.3602389016605,150.67204681433563,16165.839886525233,2916.7311865047595
0.013186475873022145,2.0088879106627116,859.9152594389757,50.037008179269975,2991.84602233917,2580.1995880392005
0.008218743077854095,2.013904921418785,498.44808236866345,193.484393494703,2027.2688684033917,878.9106735396426
0.005908047716965108,4.040248754389096,3344.922724528235,319.4657840658171,13671.536304131365,542.6174191761313
0.00798485443323713,1.6326809526338903,3805.150236107193,330.02669822421433,17745.66166463243,1727.394090794877
0.010142852117507832,2.9295918516942856,496.5771034180032,123.59258874946661,5036.938866759085,880.1507304228006
0.01015892105451984,0.9968100389659156,1158.5266896798666,120.43974474638071,15984.309772068982,3154.1951553327176
0.009317686903209003,3.7016879689371227,4178.719241689533,237.6670094818155,6828.057976424893,1707.6979885247931
0.009799651865239293,1.9722131128233227,901.0304428882472,109.8634441886075,13771.25655720612,1458.662913656415
0.015196519439501566,6.042770879208456,1410.8201975935735,276.4411669215958,14664.871764397836,583.9650396074487
0.007938938571386578,1.404727917531418,4026.8766030152174,156.28858107306456,2999.823433472894,3775.173460594027
0.00804217151026869,1.998963726662511,3310.2530033230955,260.84139555662904,11567.872981126231,1585.0571609953913
0.00794904306118676,1.6282208399389102,3158.5967541804725,242.99252388653653,14744.840909604492,2328.877297195942
0.009873904202283125,1.0316881968325773,203.14984254013748,99.45560804534368,2636.2845323426427,1062.085715730239
0.007895070883031957,3.5052093246197473,1001.5012244828661,128.15983512586422,7859.088661584272,964.205847762251
0.007742634421210867,3.0134245709414658,1971.0279272140854,64.00920225876251,9808.26934591812,1897.257773825325
0.006239899413766196,0.900329505683638,3651.2976278214196,118.73668247895239,10312.681943403782,5466.4058322128685
0.007925358733434956,6.036948482735385,1505.8825712166374,165.7312359108271,4943.404188074805,725.8120179990962
