m,m.1,kPa,kg m-2s-1,Â°C,kW m-2
0.01002626925338283,0.9964113542090075,9863.385160636644,687.4397284782845,116.82181127739145,2298.5270282124598
0.009949964080777316,1.0138962847356416,9769.545561344892,852.2683620044556,121.58493058316827,2636.2556270718546
0.010106864477981722,1.013813368311688,9819.378698138922,1003.7281675610487,123.10812356165997,2933.7542359120257
0.009938436576521594,1.010947454306053,9859.620392795983,1161.9203270848436,125.56480761060661,3256.1334958093557
0.010174125604214705,0.9923073488386717,9590.39888400601,1317.6834995046192,123.24743667040423,3436.8593915490105
0.010089876827483706,0.9913435367630076,9760.884182086404,1346.6191827661637,114.75704036554367,3644.267573440807
0.010053844472847403,0.9844325556493945,9704.367739987585,1498.9222391092453,118.71731430360416,3907.81255794105
0.009865436530702402,0.990421876773589,9727.650037421992,1850.9925849020499,135.1749089878377,3844.884086629358
0.010054390972389858,0.9976533760845782,9897.685799762212,1949.9864394751792,126.0960500626261,4179.589298684731
0.009970667529315204,1.0018049240573728,9842.463599739234,2342.6134814670177,138.32168358896212,4472.217397050455
0.009982312068783937,1.0039231675570313,9807.682565330782,2546.4442333682036,134.46106190070464,4707.136081589285
0.010087784348120308,0.9944788035139736,9800.143924914268,2766.2142577210666,139.64850301406528,4920.908848664491
0.009934507330621555,2.0052087778303096,9827.42254698517,480.2848996172363,102.52357303358606,1129.7985488189458
0.010100480383031319,2.0056089316813157,9748.057920836014,519.9220002700426,99.35894543656994,1154.157084553848
0.010097814343383098,1.9962132239900185,9741.713906093586,582.7327318102185,97.21338988044864,1276.1904756196786
0.009765524995677621,1.9944440844846842,9838.59318301469,605.4682506221726,96.80214657035108,1357.3652635967226
0.0100473676076219,2.0160366727597947,9833.565310801887,665.1866806983808,101.04846885358374,1413.6357161771107
0.010112766767412818,1.9591530362707046,9675.46927357416,847.4122596429569,104.82681962582299,1625.193906840526
0.009979532846932383,2.0165892306652773,9778.219201878424,861.4297881097398,108.20865461479087,1677.9381520334314
0.009958028925892485,1.9865321700421754,9809.924916376393,877.3028556939364,112.14299864924347,1655.260819015736
0.009982120066994718,1.9795799220677186,9639.726380226728,974.5631831731631,113.16229734739531,1792.8347331645593
0.009912326003615513,1.984300794800261,9787.613694433801,1132.7524906928534,121.32954639868919,1974.4763232467
0.010056998871622747,2.0102422449760122,9722.242123705142,1425.4323684521437,139.55355483984272,2032.1709728574385
0.009860636227556204,1.9571655106041268,9864.546959982923,1816.1547714335532,140.12686188187618,2261.7734131739844
0.010002796466435102,2.0248584475572433,9713.735270635396,1927.3086020511482,142.4569405755805,2365.9177217499946
0.010210545472648195,1.9776199346814463,9790.433045806742,2029.2395715230382,145.92074107648023,2444.4978672145444
0.00995247282264124,2.014623383469043,9803.272035623117,2496.245347589892,161.6780032003164,2573.828412761493
0.009930882134336006,1.9777406857433049,9677.949035219492,2725.367452289514,162.36551882412726,2721.416043108711
0.009948145278760928,1.999756081881002,10033.749412653191,503.3864359133494,173.33537455049733,1003.1535402265221
0.010138636664471902,2.007253355731712,9649.433880357903,704.8396766983908,188.8337752710964,1195.7786374351326
0.009823745795615147,2.0111032430641984,9884.931539244231,852.1932924004093,200.24397049560162,1347.6535440872663
0.010004909822788914,2.0371847743376703,9854.481196455805,875.8953556117481,195.06075412510995,1323.4713452345688
0.010201708550720789,2.0154198883866608,9706.654443389656,1069.5396134003697,201.4176763746361,1518.550942255844
0.010022937617610389,1.9950005057016216,9865.981441656062,1092.5948586182997,194.0074058113313,1565.9365389001673
0.01000927621021534,2.0030636182566957,9488.754227017378,1183.9103463863275,191.56628140673345,1660.0582527998768
0.009865418265769432,1.9673621244312696,9841.047176511995,1509.2572779414397,201.09399493468936,1792.5669750089392
0.010036152114377946,1.9853639255281579,9911.727416370555,1633.0078451218253,198.0694132077129,1885.2211141021992
0.009931064230437917,1.9932810892483177,9886.907013715861,2001.2247330912703,204.1940562191254,1977.3020546361909
0.010060059909111022,2.0050902170279725,9836.002977914859,1991.8273353316824,209.51246840628963,1916.0380077894265
0.009901959693101592,1.9922098985768648,9912.947504697453,3201.5262805020984,220.94579087622614,2247.41357438501
0.009689459113703409,2.0035815991021373,9742.847777805488,3129.9394706838048,225.76633962601304,2239.6368915729095
