m,m.1,kPa,kg m-2s-1,°C,kW m-2
0.003950582676376748,0.49395460336833535,5761.538325028455,4385.454193409124,96.96588845801284,6563.213687281084
0.004019137916635816,0.5033776991104935,5822.182762812438,4408.249258980684,119.8941064495647,5864.470788185214
0.004001099459379133,0.5055615187371715,5819.557263991409,4441.672638269387,137.3014066495063,5310.308268367208
0.0039166648533749526,0.5116708624225983,5896.114115299911,4454.018602250182,158.79335377926714,4819.282075498434
0.004019821201623768,0.502185568894089,5920.676642243609,4462.61026517467,198.944732537584,4185.035079563516
0.003998161088071597,0.499651686717561,5847.620373305656,4526.363087339283,219.33670613424565,3824.169224052281
0.005720555483197245,0.9978410990515777,5995.4373126635755,1514.937120656693,101.06067721605486,3361.7367534905843
0.005710970410381466,0.999792806789274,5882.272512053243,1516.9633147663988,120.70369700073755,3060.0108867651797
0.0059231839618374,1.007757341788545,5911.279130724896,1520.4339725240266,139.5272763215881,2967.384665386639
0.00582837872478624,0.9878052704065942,5858.6470402104915,1509.4528863315443,157.2287323401038,2837.695866345883
0.005812201602281746,0.9926271066509437,6034.848842556218,1504.3148969665613,175.6018216506132,2716.0872681386086
0.0057003808149362215,1.0065318833252597,5912.766393091104,1493.8344061055002,196.2192099935129,2603.726265711242
0.005811076542847591,0.9917008617929325,5922.8139834851445,1496.2996997538573,222.62923765366264,2315.9002125473503
0.0059130329714771335,0.9987711284217128,5907.637081401817,1482.1308837364609,258.7615085841874,1977.0521699304775
0.005807195093339056,0.9904194201660258,5872.494064773732,3315.3571055280313,120.60547217570934,4267.883871004613
0.005880407434458705,1.0227828046079261,5868.7546349364075,3373.7245008750488,160.8899558535583,3753.7192174307547
0.005795250605147973,0.9844196090112312,5946.3674319769,3377.542030989642,180.87944166989948,3476.1476653588975
0.0056873989253605275,0.9905798728390616,5842.9386939263695,3303.762142231236,200.52466106756452,3252.8077637268043
0.0058323724512755115,1.0144557306729924,5848.170638050682,3342.3161928098134,220.96612663001778,3080.9226231921734
0.005807427927840802,0.9837106045021288,5923.482829399881,3312.246417209956,259.24513888391385,2680.215395304912
0.005818116789109876,1.0070677177493321,5901.865775193286,5022.8278048751945,120.20995855320554,5459.044247806331
0.0057448316455035375,0.9913293752045839,5846.345431703551,5106.124744196128,138.9007767097385,5158.949961614194
0.005815972945645578,0.9836390235791541,5913.381302634407,5035.403151357374,158.31525115172025,4517.311529925704
0.005815521763337489,0.9878522913048686,5843.586592760954,5052.237605810333,178.8451966677987,4035.398535480615
0.005900826602464142,0.9866931640158587,5857.19104594484,5029.855142009131,216.84713363785886,3408.577798582519
0.005804435274914612,1.9874875930934688,5857.822966760502,1481.1295766471605,101.7135641844067,1814.6128380668256
0.005779842154927828,1.9774250944766,5897.7686821884245,1456.3338908829621,119.25212237814404,1796.534223094231
0.005763536682481201,2.007644309401886,5908.146866274146,1496.8263443213757,181.40297067591666,1546.2615717045223
0.0057144836837421,2.0021672922774405,5984.1191708706765,1489.2101312874331,218.7519610901822,1368.1571714064694
0.005765589250702228,2.000563285445511,5961.827610811624,1465.3986806738615,241.68973230996943,1273.7989435553625
0.005803263035303899,1.9603734354303712,5853.7351508610645,1488.7061205423354,263.1128375292463,1180.6815434805956
0.0057227294987877535,1.9954756513925729,5915.705891738293,3473.8644384164895,99.20979772468195,2887.448140633305
0.005709007419471076,2.019868332615776,5916.5442734401795,3463.8152958623946,118.45884072539533,2751.7321346858735
0.005778915203809252,2.015790021395815,5816.023352937256,3347.3997222445987,142.06080794421544,2642.774645799617
0.005732016618372942,1.9803700788344651,5871.83358461198,3492.479332554863,158.18950938190554,2543.5299648549967
0.005734406083325623,2.0072319320347387,5902.376495977596,3482.7521580763,178.46504191684997,2342.959606753103
0.005823774963968524,2.031473501631461,5857.353977712581,3448.3654243411925,238.70428828323307,1826.1622153760607
0.005713178841773361,1.9977134590525234,5924.981609939403,3414.7643549318113,258.0358655485925,1633.454581996
0.005811453935313855,1.9961140390916443,5839.296254694437,4929.207263408927,99.19540801441414,3491.880416836031
0.005688687084491679,1.9885644128188724,5881.432964878413,5085.216179968021,120.19668550279579,3348.757424193307
0.005773165462558054,2.0165002839347435,5855.762555938589,4992.221185491678,141.17909647646596,3215.074507326751
0.005789080281777558,2.019050454068387,5922.32771590361,5109.952672983695,201.14248604823425,2646.792311641851
0.005747016593654123,2.023838693603922,5850.836036288834,5010.231479264796,216.37936033794116,2405.935291970647
0.005705409601260429,1.9926235199465856,5873.128865183512,4952.852247876406,239.54326968747455,2173.446589804125
0.005808858938191339,3.036337295202441,5873.856035273603,1511.8465355307135,119.0626340109116,1206.2899132645678
0.005796193351152734,3.0008168628051686,5820.247557401816,1495.788512768705,161.560939298214,1082.9973520808182
0.005747695753945924,3.042700177870134,5869.163139361749,1473.6080580144614,178.76035789146863,1039.5083434148833
0.005910184480176614,2.972425910509667,5812.253687837216,1477.5031853942075,217.94205538451206,929.691670209115
0.005871850451165302,2.9876170303790737,5866.663765080321,1487.25596532286,242.80952698840383,867.0810362449373
0.005837325033998532,3.03030858396694,5858.000550367515,1498.6652992882305,257.67820524690717,802.9873585815687
0.005804884184267716,2.996648533725586,5880.250634130838,3287.448724611918,118.68853182209916,2085.154285308118
0.005801284714214942,3.014301724365802,5814.045692612688,3376.1138598415046,140.43214682176,1944.908234147446
0.00571029143185764,3.0274343196681306,5850.3980477233345,3308.2731984869374,157.1353251533095,1764.4799869791834
0.005855764065967707,2.9998787419354533,5904.615898375592,3317.303045412688,179.5166821534313,1665.3102002305795
0.005851637548498492,2.9652343592069874,5946.725284645434,3294.88963005167,200.49372126155606,1491.0733739167133
0.005666573645095651,2.990592678194337,5870.301339636753,3343.990345317506,222.77449370095033,1404.532202832509
0.005751285987115493,2.997902013785266,5920.38448722317,3294.1156186312405,261.2716705839356,1179.5124103753371
0.005699855674391209,2.9846818262202315,5859.1059932093995,4972.650066667683,98.0175323094531,2788.8173778278756
0.005695531972664888,3.0367345226214932,5911.257174289442,5051.704756651546,122.56181525666744,2629.6362701339167
0.005750372671073355,2.969315023291893,5768.7622586640055,5050.163713679855,139.41964847851162,2452.4693178226826
0.005806356389100707,2.9797463522245575,5917.467845588204,4982.134526782484,158.5510162555599,2325.594709858782
0.00579187890937947,3.023189335752512,5817.0379219974375,4985.60861695049,176.74849524770633,2188.2387144084496
0.005879842435746879,2.932127812140249,5841.956648220467,5076.405838697413,201.45480676144211,2010.874877688691
0.005813059271117045,3.0255577828253393,5949.796201641642,5030.744863611211,217.92479216948502,1892.7307582165083
0.0058414946054733295,3.038640642510416,5878.775467958643,5015.218163654915,237.77757134789653,1699.2421358876068
0.005795675552904109,2.9820382504201777,5809.783332081706,4978.26816565757,256.7673079553358,1603.9006306847466
0.0059510316647606665,3.984492032787029,5848.784700771424,1474.9505996948826,100.30379023957859,1012.8098767130883
0.005813034293585192,4.021287138115841,5980.009024546501,1493.6487236956643,138.47464160359957,908.5171687436755
0.005797149939455272,3.9235144770812727,5908.228410833389,1492.29309682723,160.21323863039757,881.3134739473312
0.0058580357472171486,4.028161594011879,5844.518380557795,1518.872031988195,179.281421475756,816.6059492032205
0.005783439640378212,3.96289724623137,5952.1982068287425,1494.334232566594,200.81096768358887,768.4511457784374
0.005936342986639591,4.059218289718386,5750.900009033538,1495.1011625667102,260.2087445065282,641.4539049542076
0.005781994820383909,3.962170945292835,5927.31278158298,3327.673168013069,121.09223104484103,1563.010921809508
0.0059965564153765995,3.998521449878099,5857.143214861921,3341.2730566984137,162.20914933138098,1363.1898998129072
0.005742209487325876,3.940558692628366,5778.879075321013,3333.2818174438817,180.4471200325658,1289.5299785978427
0.005790828915627722,4.044340645000076,5863.373681925738,3325.258725587389,217.97876242932233,1156.0236424013906
0.005941598608237566,3.9708229392169003,5895.0098690708,3376.9088477586392,241.9715135299908,1065.9861770884431
0.005855532580963457,4.002476980493456,5852.246278968601,3367.945670090965,263.9469034959969,1001.1133455684426
0.005706343766761098,3.992343259182041,5904.533711831679,5053.680488635606,98.16656476170273,2239.5765394517007
0.00585322009098797,4.137259356756669,5896.07857413952,4948.000774013927,119.17616540829515,2120.0828442993297
0.005794714538987456,3.9505591657580257,5833.720677211062,5018.879890360806,156.83054642674674,1843.9915205051475
0.005802396940941889,5.990368661866133,5979.666831788931,1492.710428476916,200.86997109638423,542.1685841881275
0.005820160651559083,5.901608025296255,5891.364499163304,1499.6338501935318,243.2732670894498,468.8329247232264
0.005807331362034167,6.054453985028285,5807.7208115747935,3364.0514526760007,201.11685563144556,863.3346319901415
0.00588019758112886,5.942874333987925,6005.419169328866,3344.3070148046068,217.78249758858067,810.9750268692673
0.005870042323040521,6.022290299840608,5856.577037406285,3381.560847044395,240.64370760544256,733.6135774110334
0.006814904780715917,0.9990596879217842,5923.188235239616,2676.477017006697,176.84587249416236,3498.8883196020765
0.006802520701173377,1.0010121578001878,5891.4716137447895,2720.7605276740874,170.50913287692043,3414.9227065409664
0.006797655727287979,0.984012149946438,5880.6126872696605,3338.579969242151,207.6221660893276,3414.048523693981
0.006752459441877099,0.9822049198510143,5955.619621514405,3359.187584929562,205.67845432487127,3336.2221974753247
0.006806143357500229,1.1973943197335235,5701.882664569788,3846.474516836369,232.60368361633232,2988.0705440868433
0.006954266965720796,1.3013073735888825,5869.946766353223,3027.3392710056296,218.41405027382683,2708.5158111566416
0.007860566640182044,0.2495366662255439,5831.549247239488,1505.7035136748805,99.21804678254509,7917.656032648326
0.0077939111963058125,0.2471196048069313,5828.331885775971,1485.4633389461358,120.42613341531798,7380.305068872745
0.00787423598017823,0.24882819685520438,5949.411196619471,1534.812775818056,139.6476491874663,6814.388401379284
0.007830707347173905,0.24969612390028598,5976.972621586297,2013.3727849958786,140.2989451042122,7771.090133051231
0.007765446806505767,0.25149349869104204,5805.924492442449,2011.9304859961408,160.45472199389525,7213.629531442553
0.007954537084253947,0.24616538401407523,5764.565281381114,2980.320952744029,138.49724910993635,8136.178963431521
0.007847203713639832,0.2506531279002102,5927.524838123532,2997.412631386508,179.66517578059708,6958.1935100308365
0.007863008931862727,0.5029675580212101,5955.399266826352,979.5562906640282,99.58401386745888,4771.842084488973
0.007746407166670144,0.4985787793300133,5922.5791005062165,993.620318680326,157.6900334507584,4292.491763183311
0.007896334428898559,0.4979174660292471,5933.7854737527805,999.321129494851,200.51074720764456,4016.5780513154846
0.007912812079457054,0.4977254293555002,5875.6792187628735,1498.3956409618536,138.90762804255752,4981.223183089233
0.00798024976211283,0.491101167986817,5718.831393766329,1511.0140931155931,178.82743696310393,4465.113367281873
0.008069363444791646,0.5002851959719873,5840.390305480038,1481.2282310461972,217.6288965727205,4054.860915192284
0.007836438785322041,0.49066666431906436,5938.449536414783,1978.4944259184535,139.74499402560545,5467.354307194619
0.007867984002397767,0.4992604958852153,5931.0317666104265,1993.4299804434,181.6411702995531,4868.75525646675
0.00802439175713291,0.497145762566344,5853.632368904554,2776.659229533396,179.50792928522955,5216.405189456858
0.007914233326703327,0.49108827965219454,5848.852120286894,2811.519836869921,222.90110276812675,4241.498855544764
0.008025053624260956,1.9919677529238757,5917.152757762162,980.0396889871215,38.96719128143163,2038.896235476066
0.00799836945534293,1.987861203777351,5848.816429804792,995.8899760811202,79.58555271096449,1949.985709506795
0.007838180117655929,1.9784066703412657,5814.098498968247,966.3524126755559,100.33156778745003,1887.4955017660154
0.007983169910882933,2.0329317150276536,5875.876405015698,996.9814493788454,119.57123424708954,1767.3047246443978
0.008005840316034359,2.0071108581547294,5875.77232617009,977.6080232054028,159.57314095627518,1627.9964017432123
0.00799170489088072,2.048941468970204,5920.74091034916,971.0505352205782,179.85406447452735,1551.545642611713
0.007784774170645633,2.0026885747571415,5832.685869314165,986.1821794476998,196.4540332548065,1477.625865596027
0.008012901512570574,2.0136608719384608,5961.0592318826375,974.6563627189335,223.47731194146616,1348.4152790885316
0.00798201637451791,2.008587882647593,5822.184587291989,975.3120694375745,236.3638666494475,1316.2252848275352
0.007972515603415206,1.9585874594364756,5751.251422551964,996.7323111326735,261.8650551715057,1213.9215452376309
0.007800640744958866,2.0043169638884835,5728.808416257828,1442.1551211483836,99.35215792321702,2240.317009253084
0.007958545029049325,1.9739518047118305,5951.267983249725,1428.0391368164164,142.42504375490753,1999.858120719741
0.008023585484975662,1.9773707471433664,5827.594184528602,1444.045871659964,158.41080093964968,1977.9387422646378
0.007877141388842065,2.016203036451648,5903.760727294434,1442.468752784496,179.68041575020283,1815.2123977109097
0.007951317652505155,2.02475675611335,5883.757266093804,1439.0091305827289,218.36876096710174,1598.091459009936
0.00798782328020069,1.9983854497532811,5947.303404388566,1442.6301801686657,240.4293836517852,1456.3869702678064
0.008013422983549687,1.9895838378664192,5796.26195781099,1421.4925785905964,264.83495794828497,1375.322195453102
0.007910723770932302,1.9901363660996827,5844.407948291915,2032.7506526733491,58.487958776143465,2919.245762927758
0.007977939767279443,2.035785316172222,5760.031809009047,2022.5824047853819,79.19811581932481,2844.6788488660363
0.00803875069065725,2.005715402958235,5902.302796784223,1988.1622870590465,100.598669088523,2798.8500969250495
0.007890738258647735,2.005345016923366,5887.502567702988,1970.7967831498954,122.06277873107854,2644.9175568955907
0.007947180385060851,2.0095555393089617,5778.0818012590935,2000.3890622225103,141.40458283146668,2462.0206967616837
0.008089463916988645,2.01060302089972,5909.224830437414,1996.3807546208507,159.653253837429,2368.9180597094673
0.008066992779026524,2.0079895015313363,5828.906726507759,2049.643529342567,178.06038662981362,2246.8975242531383
0.007967243964848892,1.9890777811198617,5911.864286082159,2013.9269278297713,217.76935475440865,1954.7662859167167
0.007989308785410824,1.9994199886488866,5894.674232607031,2002.4478233657828,259.6458488374208,1705.5472949318553
0.008272682098395481,1.6532931325011806,5944.956336929104,1686.3527848867277,67.01232679150662,2862.7816792238746
0.008065474696166926,1.637990465917404,5834.106884542573,2231.33723769998,259.99829972341706,1954.3992245488914
0.00826929337332702,1.648723898483943,5951.900241370191,2256.9324660915304,256.405560611428,1976.1021030337513
0.008217759373243252,1.6285509488833592,5807.787580832539,2269.7172351376494,185.52887841636323,2507.685746040382
0.008123269724770328,1.64788190732876,5970.81837884955,2216.9864218352923,182.91183624440475,2413.4124997787158
0.00852403298706185,1.382896322275332,5822.424492672334,1708.7068671626032,212.23359069287872,2416.4543512067626
0.008434189551021029,0.402973519699439,5848.450975123081,1660.3916240234526,116.10674550211377,6345.6289865642775
0.008447846000330338,0.4053900565681188,5926.519290941568,2218.296947311043,157.68610726916418,6368.198636601031
0.008555009520400534,0.4023416794209477,5700.396162915466,2216.237660548819,160.84097032613488,6192.620944568182
0.00870164409752597,0.3364049335585944,5904.018461032325,2312.918510426095,187.83416772083848,5710.477672151321
0.008658482752542346,0.3399773669745548,5760.577673035519,2403.320609743658,151.02565938596646,7211.820590097949
0.008789923491998128,0.6542894986812382,5798.9119375440105,2392.354111569852,60.454839175519474,6672.3941460899205
0.009669209587463942,0.5983045000601543,5887.717957422346,2085.266818161619,99.2197821235798,6386.085063685288
0.009769932691417843,0.6038873527016207,5893.549943599618,3841.8285782837897,177.25979308755316,5961.555076420745
0.009753696557926192,0.589396374215225,5804.075411428709,3910.3131652002544,164.60547242060287,6534.096878952645
0.009871848612909583,0.6097957843150679,5843.431484965497,3782.2271505501217,193.5318506952309,5529.469961717239
0.009882882041790607,0.607088573171552,5888.621371645647,4400.147499769919,193.68012896843885,5753.32131984824
0.011085863465490509,0.9846569675660969,5829.378206265126,963.16476391673,98.1313987060053,3445.9899101045357
0.011004811334833187,0.9905366808292769,5868.4662541921825,974.7590513410764,120.86496208466625,3364.344887472655
0.010926371322258316,0.9860679561414881,5910.459842448246,961.0965587769435,140.89617648434552,3261.944344930897
0.011021403463232257,1.0100444349310485,5897.003945460692,970.696295704992,157.79963736707384,3177.6598364658994
0.011078593818961561,0.9920599286721897,5813.507019273703,971.2890312247575,177.9474729600129,3061.863586539425
0.010997197423116174,0.9915523448753384,5865.664968270032,977.9652232135683,197.5539318782656,2922.727356903582
0.011019963335067303,0.9892303571269289,5984.644827302022,965.1433522369387,178.8814481137164,3057.981892646811
0.010907001403743191,1.025730873374958,5882.693163598182,955.1919060392225,201.9600540161979,2900.5232235974136
0.0110388211577957,1.001486277920394,5890.05581961236,949.1716860356648,237.2981925831646,2681.9804643013695
0.010971588452050105,1.0035645779959022,5936.611991991326,950.3085277851452,258.2473220095266,2527.6977851211655
0.010887229180195019,0.9992746472073977,5959.363911672213,1511.6035383691521,100.800302371419,3922.275064330741
0.010692208526012418,0.9983701093985528,5961.819857623414,1487.141864041704,119.20590776963842,3819.893091975636
0.010953121536058435,0.9998900262266038,5880.288587225639,1529.2923697810565,141.46711510671392,3668.839335300609
0.010770676429873479,1.001616618324346,5883.958879222619,1514.7551711808346,158.34201287993398,3580.336119656419
0.010729692183349028,1.0123386965595567,5914.80527272841,1532.3439196845786,180.57538493362404,3373.6225776694437
0.010846778601598805,0.9823615023174312,5811.312840581606,1531.2896535890875,193.87779007411575,3314.176304472901
0.010595699632694109,1.004575672046645,5763.837205558615,1535.4784944749067,240.63897866035032,2827.142744377541
0.010827381838401016,1.0057799395351419,6005.6576493207685,1492.3554890278567,259.9359745374143,2684.3858376405587
0.010758223529296755,1.0044500346591758,5883.256903056517,1987.7620377339642,97.71029259724915,4491.700766257985
0.010649942439986682,1.0065335028289362,5914.272106295271,2003.4724647048517,139.1991679105378,3729.3524670016945
0.01094311896124663,1.9769796907897066,5852.305084483773,546.3670555148626,99.42829977376259,1576.6791191423556
0.010837934410661823,2.0035502268226417,5957.229105466343,545.7509487387509,120.17748061698728,1453.4373754824912
0.010930310268743254,1.9985352454063074,5741.369303460102,553.9333379492832,159.84737573430525,1355.6073883157426
0.010674589313038788,1.9947385886361422,5923.111523974346,546.7920796451408,183.10638231088308,1309.6912685163625
